,Player,Tm,Age,Pos,G,GS,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,TD,Lng,Y/A,Y/G,Fmb,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG,Rec,ReceivingYds
94,RyanTannehill,TEN,32,QB,16,16,43,266,22.0,221,5.1,45,1.0,0,,7.0,45.0,6.2,16.6,6.0,TEN,81.0,62.0,75.0,bye,66,75,57,62,55,59,70,69.0,73,60.0,65.0,52.0,71.0,1052.0,65.8,1.0,0.0
95,CurtisSamuel,CAR,24,wr,15,5,41,200,10.0,87,2.1,113,2.8,3,13.7,2.0,45.0,4.9,13.3,1.0,CAR,51.0,51.0,33.0,36,48,0,22,41,60,34,48,42.0,bye,53.0,58.0,38.0,44.0,659.0,43.9,77.0,851.0
96,RodneySmith,CAR,24,rb,7,1,41,156,14.0,80,2.0,76,1.9,5,8.2,1.0,13.0,3.8,22.3,1.0,CAR,0.0,0.0,0.0,0,0,0,0,0,0,9,9,15.0,bye,16.0,24.0,21.0,39.0,133.0,19.0,9.0,59.0
97,DerekCarr,LVR,29,QB,16,16,39,140,16.0,130,3.3,10,0.3,1,39.0,3.0,18.0,3.6,8.8,11.0,LV,63.0,80.0,59.0,74,70,bye,65,72,51,72,59,52.0,78,68.0,11.0,64.0,69.0,1007.0,62.9,,
98,JamycalHasty,SFO,24,,8,0,39,148,7.0,105,2.7,43,1.1,0,,1.0,20.0,3.8,18.5,1.0,,,,,,,,,,,,,,,,,,,,,7.0,33.0
99,DarrelWilliams,KAN,25,,16,0,39,169,14.0,104,2.7,65,1.7,0,,1.0,13.0,4.3,10.6,0.0,KC,23.0,10.0,16.0,0,29,23,1,8,18,bye,20,8.0,31,5.0,22.0,47.0,4.0,265.0,17.7,18.0,116.0
100,AaronRodgers,GNB,37,QB,16,16,38,149,15.0,143,3.8,6,0.2,0,,3.0,14.0,3.9,9.3,4.0,GB,75.0,68.0,62.0,62,bye,60,60,74,62,65,60,69.0,61,67.0,62.0,63.0,46.0,1016.0,63.5,1.0,-6.0
101,JoeBurrow,CIN,24,qb,10,10,37,142,14.0,119,3.2,23,0.6,3,12.3,3.0,23.0,3.8,14.2,9.0,CIN,68.0,92.0,71.0,75,67,73,75,73,bye,65,50,0.0,0,0.0,0.0,0.0,0.0,709.0,70.9,,
102,SamDarnold,NYJ,23,QB,12,12,37,217,13.0,145,3.9,72,1.9,1,37.0,2.0,46.0,5.9,18.1,4.0,NYJ,56.0,65.0,64.0,72,0,0,57,57,0,bye,0,55.0,62,53.0,65.0,69.0,63.0,738.0,61.5,,
103,TuaTagovailoa,MIA,22,qb,10,9,36,109,13.0,80,2.2,29,0.8,0,,3.0,17.0,3.0,10.9,1.0,MIA,0.0,0.0,0.0,0,0,5,bye,49,61,58,44,0.0,70,83.0,72.0,46.0,83.0,571.0,57.1,,
104,RoyceFreeman,DEN,24,,16,0,35,170,10.0,94,2.7,76,2.2,2,17.5,0.0,23.0,4.9,10.6,0.0,DEN,6.0,17.0,24.0,14,bye,25,18,0,1,10,4,13.0,4,4.0,7.0,18.0,29.0,194.0,12.1,12.0,81.0
105,JordanHoward,2TM,26,,7,4,35,60,7.0,16,0.5,44,1.3,1,35.0,4.0,11.0,1.7,8.6,1.0,Multi,9.0,8.0,4.0,8,0,0,0,0,21,0,0,0.0,11,0.0,0.0,7.0,0.0,68.0,9.7,1.0,-3.0
106,JamesWhite,NWE,28,,14,0,35,121,6.0,78,2.2,43,1.2,1,35.0,2.0,10.0,3.5,8.6,1.0,NE,20.0,0.0,0.0,0,bye,31,10,31,21,10,39,20.0,19,27.0,27.0,16.0,20.0,291.0,22.4,49.0,375.0
107,DeeJayDallas,SEA,22,rb,12,2,34,108,9.0,47,1.4,61,1.8,2,17.0,2.0,13.0,3.2,9.0,0.0,SEA,0.0,0.0,0.0,11,0,bye,13,54,20,22,7,0.0,12,8.0,0.0,0.0,0.0,147.0,12.3,17.0,111.0
108,DErnestJohnson,CLE,24,,16,0,33,166,7.0,101,3.1,65,2.0,2,16.5,0.0,28.0,5.0,10.4,1.0,CLE,4.0,2.0,0.0,17,22,17,2,6,bye,0,1,3.0,2,0.0,5.0,0.0,0.0,81.0,5.1,3.0,14.0
109,AnthonyMcFarland,PIT,21,,11,0,33,113,4.0,70,2.1,43,1.3,1,33.0,0.0,20.0,3.4,10.3,0.0,PIT,0.0,0.0,10.0,bye,5,10,5,1,8,0,5,14.0,11,0.0,7.0,0.0,13.0,89.0,8.1,6.0,54.0
110,MitchellTrubisky,CHI,26,qb,10,9,33,195,12.0,145,4.4,50,1.5,2,16.5,1.0,45.0,5.9,19.5,6.0,CHI,65.0,65.0,39.0,0,0,0,0,1,0,0,bye,68.0,69,60.0,64.0,64.0,75.0,570.0,57.0,,
111,KirkCousins,MIN,32,QB,16,16,32,156,16.0,141,4.4,15,0.5,1,32.0,1.0,16.0,4.9,9.8,9.0,MIN,52.0,54.0,65.0,66,87,56,bye,52,58,73,64,73.0,91,79.0,68.0,64.0,80.0,1082.0,67.6,,
112,DareOgunbowale,JAX,26,rb,14,2,32,145,6.0,72,2.3,73,2.3,3,10.7,0.0,25.0,4.5,10.4,0.0,JAC,0.0,0.0,5.0,0,0,0,7,bye,3,10,13,0.0,10,22.0,14.0,39.0,63.0,186.0,13.3,10.0,54.0
113,DeAndreWashington,2TM,27,,4,1,31,91,2.0,57,1.8,34,1.1,1,31.0,0.0,16.0,2.9,22.8,0.0,Multi,0.0,0.0,0.0,0,0,0,10,0,0,4,0,34.0,0,39.0,0.0,0.0,0.0,87.0,21.8,5.0,30.0
114,TomBrady,TAM,43,QB,16,16,30,6,6.0,-2,-0.1,8,0.3,1,30.0,3.0,4.0,0.2,0.4,4.0,TB,70.0,61.0,68.0,76,71,55,72,70,49,75,69,59.0,bye,51.0,68.0,43.0,67.0,1024.0,64.0,,
115,RyanFitzpatrick,MIA,38,qb,9,7,30,151,12.0,131,4.4,20,0.7,0,,2.0,17.0,5.0,16.8,2.0,MIA,62.0,75.0,61.0,71,67,51,bye,0,0,0,21,71.0,0,0.0,0.0,17.0,0.0,496.0,55.1,1.0,0.0
116,JoshAdams,NYJ,24,,8,0,29,157,10.0,54,1.9,103,3.6,4,7.3,2.0,25.0,5.4,19.6,0.0,NYJ,13.0,5.0,0.0,0,0,0,0,0,0,bye,0,1.0,19,12.0,1.0,0.0,24.0,75.0,9.4,6.0,29.0
117,DionLewis,NYG,30,,16,0,29,115,7.0,67,2.3,48,1.7,1,29.0,2.0,19.0,4.0,7.2,3.0,NYG,6.0,57.0,20.0,21,20,9,15,21,17,14,bye,22.0,12,16.0,18.0,24.0,12.0,304.0,19.0,19.0,127.0
118,GardnerMinshew,JAX,24,qb,9,8,29,153,10.0,149,5.1,4,0.1,0,,1.0,16.0,5.3,17.0,5.0,JAC,50.0,75.0,66.0,68,75,34,63,bye,0,0,0,0.0,0,39.0,58.0,0.0,0.0,528.0,58.7,1.0,0.0
119,MattRyan,ATL,35,QB,16,16,29,92,8.0,83,2.9,9,0.3,0,,2.0,16.0,3.2,5.8,6.0,ATL,79.0,75.0,68.0,70,65,80,74,70,71,bye,62,69.0,67,57.0,65.0,68.0,72.0,1112.0,69.5,,
120,MatthewStafford,DET,32,QB,16,16,29,112,12.0,107,3.7,5,0.2,0,,0.0,17.0,3.9,7.0,2.0,DET,78.0,59.0,66.0,61,bye,45,61,61,60,59,56,82.0,68,60.0,56.0,4.0,58.0,934.0,58.4,,
121,TevinColeman,SFO,27,rb,8,1,28,53,3.0,6,0.2,47,1.7,3,9.3,0.0,12.0,1.9,6.6,0.0,SF,6.0,30.0,0.0,0,0,0,0,6,0,0,bye,0.0,4,2.0,6.0,7.0,2.0,63.0,7.9,4.0,34.0
122,AndyDalton,DAL,33,qb,11,9,28,114,11.0,101,3.6,13,0.5,0,,0.0,13.0,4.1,10.4,2.0,DAL,0.0,2.0,0.0,0,22,86,45,0,0,bye,66,59.0,79,51.0,58.0,70.0,83.0,621.0,56.5,1.0,-3.0
123,DarwinThompson,KAN,23,rb,14,1,27,97,7.0,54,2.0,43,1.6,1,27.0,1.0,14.0,3.6,6.9,2.0,KC,0.0,15.0,6.0,0,0,3,0,7,0,bye,0,0.0,0,0.0,0.0,0.0,49.0,80.0,6.2,7.0,65.0
124,KeShawnVaughn,TAM,23,,10,0,26,109,5.0,62,2.4,47,1.8,2,13.0,0.0,19.0,4.2,10.9,1.0,TB,0.0,0.0,0.0,19,18,10,0,0,0,0,0,0.0,bye,4.0,10.0,35.0,3.0,99.0,9.9,5.0,34.0
125,TrayveonWilliams,CIN,23,,10,0,26,157,5.0,54,2.1,103,4.0,3,8.7,0.0,55.0,6.0,15.7,1.0,CIN,0.0,0.0,0.0,0,0,0,0,0,bye,5,0,5.0,0,27.0,7.0,6.0,9.0,59.0,5.9,5.0,30.0
126,TravisHomer,SEA,22,,9,0,25,88,2.0,56,2.2,32,1.3,2,12.5,0.0,12.0,3.5,9.8,0.0,SEA,13.0,8.0,16.0,17,23,bye,16,7,31,7,0,0.0,0,0.0,0.0,0.0,0.0,138.0,15.3,9.0,90.0
127,BenRoethlisberger,PIT,38,QB,15,15,25,11,3.0,6,0.2,5,0.2,0,,0.0,11.0,0.4,0.7,5.0,PIT,64.0,65.0,80.0,bye,75,58,79,53,65,69,69,72.0,71,57.0,65.0,68.0,0.0,1010.0,67.3,,
128,RobertWoods,LAR,28,WR,16,16,24,155,9.0,122,5.1,33,1.4,0,,2.0,40.0,6.5,9.7,2.0,LAR,61.0,59.0,67.0,54,59,57,0,88,bye,56,68,62.0,61,49.0,53.0,68.0,72.0,934.0,62.3,90.0,936.0
129,JJTaylor,NWE,22,,6,0,23,110,5.0,51,2.2,59,2.6,1,23.0,0.0,28.0,4.8,18.3,0.0,NE,9.0,1.0,15.0,0,bye,0,0,0,0,0,0,0.0,0,0.0,5.0,16.0,4.0,50.0,8.3,1.0,4.0
130,DOntaForeman,TEN,24,,6,0,22,95,6.0,46,2.1,49,2.2,2,11.0,0.0,15.0,4.3,15.8,0.0,TEN,0.0,0.0,0.0,bye,0,0,0,6,8,9,1,5.0,0,0.0,0.0,0.0,0.0,29.0,4.8,1.0,5.0
131,JalenRichard,LVR,27,,13,0,22,123,7.0,76,3.5,47,2.1,1,22.0,1.0,20.0,5.6,9.5,1.0,LV,7.0,17.0,20.0,16,14,bye,19,14,9,3,0,0.0,32,21.0,3.0,17.0,0.0,192.0,14.8,19.0,138.0
132,CoreyClement,PHI,26,,15,0,21,75,3.0,43,2.0,32,1.5,0,,1.0,7.0,3.6,5.0,0.0,PHI,26.0,3.0,6.0,4,3,7,17,19,bye,1,0,4.0,0,2.0,0.0,1.0,14.0,107.0,7.1,5.0,25.0
133,DwayneHaskins,WAS,23,qb,7,6,20,46,6.0,43,2.2,3,0.2,0,,1.0,19.0,2.3,6.6,6.0,WAS,70.0,66.0,62.0,71,0,0,0,bye,0,0,0,0.0,0,31.0,80.0,46.0,0.0,426.0,60.9,,
134,SaquonBarkley,NYG,23,rb,2,2,19,34,1.0,-1,-0.1,35,1.8,1,19.0,0.0,18.0,1.8,17.0,0.0,NYG,59.0,8.0,0.0,0,0,0,0,0,0,0,bye,0.0,0,0.0,0.0,0.0,0.0,67.0,33.5,6.0,60.0
135,TyMontgomery,NOR,27,rb,6,1,19,101,4.0,68,3.6,33,1.7,0,,0.0,36.0,5.3,16.8,0.0,NO,4.0,6.0,0.0,0,0,bye,0,0,0,0,2,0.0,0,0.0,0.0,16.0,44.0,72.0,12.0,3.0,27.0
136,DrewBrees,NOR,41,QB,12,12,18,-2,4.0,-6,-0.3,4,0.2,0,,2.0,3.0,-0.1,-0.2,6.0,NO,66.0,60.0,59.0,67,72,bye,69,70,60,20,0,0.0,0,0.0,54.0,68.0,52.0,717.0,59.8,,
137,AlexCollins,SEA,26,rb,3,1,18,77,5.0,41,2.3,36,2.0,0,,2.0,13.0,4.3,25.7,0.0,SEA,0.0,0.0,0.0,0,0,bye,0,0,13,32,0,0.0,0,0.0,0.0,0.0,7.0,52.0,17.3,1.0,4.0
138,DakPrescott,DAL,27,qb,5,5,18,93,8.0,65,3.6,28,1.6,2,9.0,3.0,12.0,5.2,18.6,3.0,DAL,72.0,67.0,82.0,82,44,0,0,0,0,bye,0,0.0,0,0.0,0.0,0.0,0.0,347.0,69.4,1.0,11.0
139,PhilipRivers,IND,39,QB,16,16,18,-8,0.0,-10,-0.6,2,0.1,0,,0.0,3.0,-0.4,-0.5,2.0,IND,73.0,73.0,46.0,72,56,63,bye,77,67,69,77,64.0,66,58.0,51.0,69.0,63.0,1044.0,65.3,,
140,LaviskaShenault,JAX,22,WR,14,12,18,91,6.0,50,2.8,41,2.3,1,18.0,0.0,17.0,5.1,6.5,0.0,JAC,32.0,43.0,45.0,37,52,28,47,bye,10,0,0,59.0,25,53.0,43.0,48.0,45.0,567.0,40.5,58.0,600.0
141,JacobyBrissett,IND,28,,11,0,17,19,9.0,8,0.5,11,0.6,0,,3.0,5.0,1.1,1.7,0.0,IND,1.0,0.0,13.0,0,0,0,bye,0,1,1,7,10.0,3,3.0,3.0,1.0,4.0,47.0,4.3,,
142,KyleJuszczyk,SFO,29,FB,16,15,17,64,12.0,35,2.1,29,1.7,0,,2.0,10.0,3.8,4.0,1.0,SF,36.0,29.0,38.0,22,22,22,37,27,23,23,bye,31.0,14,44.0,39.0,30.0,35.0,472.0,29.5,19.0,202.0
143,NickFoles,CHI,31,qb,9,7,16,1,2.0,-2,-0.1,3,0.2,0,,1.0,7.0,0.1,0.1,2.0,CHI,0.0,0.0,43.0,62,63,66,0,69,77,45,bye,0.0,0,0.0,0.0,8.0,0.0,433.0,54.1,,
144,BuddyHowell,HOU,24,,14,0,16,64,2.0,44,2.8,20,1.3,0,,0.0,9.0,4.0,4.6,0.0,HOU,0.0,0.0,0.0,0,0,0,0,bye,5,1,0,4.0,0,23.0,10.0,3.0,1.0,47.0,3.4,1.0,3.0
145,TroymainePope,LAC,27,,6,0,15,76,3.0,49,3.3,27,1.8,0,,0.0,26.0,5.1,12.7,0.0,LAC,0.0,0.0,0.0,0,4,bye,12,25,0,0,16,6.0,0,0.0,0.0,0.0,0.0,63.0,10.5,8.0,42.0
146,TarikCohen,CHI,25,,3,0,14,74,3.0,52,3.7,22,1.6,1,14.0,0.0,17.0,5.3,24.7,0.0,CHI,30.0,21.0,26.0,0,0,0,0,0,0,0,bye,0.0,0,0.0,0.0,0.0,0.0,77.0,25.7,6.0,41.0
147,DarryntonEvans,TEN,22,,5,0,14,54,2.0,29,2.1,25,1.8,0,,0.0,9.0,3.9,10.8,0.0,TEN,0.0,0.0,8.0,bye,5,0,0,0,0,0,0,0.0,0,0.0,13.0,6.0,1.0,33.0,6.6,2.0,27.0
148,BrandonAllen,CIN,28,qb,5,5,13,27,5.0,19,1.5,8,0.6,1,13.0,0.0,4.0,2.1,5.4,1.0,CIN,0.0,0.0,0.0,0,0,0,0,0,bye,0,0,49.0,44,65.0,0.0,76.0,43.0,277.0,55.4,,
149,TimBoyle,GNB,26,,8,0,13,-9,,-9,-0.7,0,0.0,0,,,,,,,GB,2.0,5.0,0.0,1,bye,3,2,0,4,0,0,2.0,0,0.0,0.0,3.0,0.0,22.0,2.8,,
150,TylerErvin,GNB,27,,8,0,13,67,4.0,48,3.7,19,1.5,1,13.0,0.0,21.0,5.2,8.4,0.0,GB,14.0,28.0,23.0,23,bye,0,0,20,22,8,0,0.0,4,0.0,0.0,0.0,0.0,142.0,17.8,11.0,84.0
151,TyreekHill,KAN,26,WR,15,15,13,123,5.0,103,7.9,20,1.5,1,13.0,2.0,32.0,9.5,8.2,1.0,KC,59.0,69.0,60.0,0,63,67,37,50,59,bye,72,68.0,61,57.0,84.0,43.0,0.0,849.0,60.6,87.0,1276.0
152,PatrickLaird,MIA,25,,16,0,13,72,4.0,50,3.8,22,1.7,1,13.0,0.0,17.0,5.5,4.5,1.0,MIA,4.0,3.0,1.0,1,10,6,bye,0,12,10,17,10.0,19,42.0,8.0,0.0,2.0,145.0,9.1,10.0,68.0
153,ReggieBonnafon,CAR,24,,2,0,12,69,4.0,49,4.1,20,1.7,0,,0.0,22.0,5.8,34.5,0.0,CAR,0.0,0.0,2.0,21,0,0,0,0,0,0,0,0.0,bye,0.0,0.0,0.0,0.0,23.0,11.5,2.0,18.0
154,RobertGriffin,BAL,30,,4,1,12,69,4.0,34,2.8,35,2.9,0,,0.0,39.0,5.8,17.3,1.0,BAL,6.0,0.0,0.0,10,1,0,bye,0,0,0,0,44.0,0,0.0,0.0,0.0,0.0,61.0,15.3,,
155,JusticeHill,BAL,23,,12,0,12,60,2.0,35,2.9,25,2.1,1,12.0,0.0,19.0,5.0,5.0,0.0,BAL,0.0,0.0,0.0,0,0,0,bye,2,3,5,7,26.0,6,6.0,6.0,3.0,9.0,73.0,6.1,5.0,20.0
156,AntonioWilliams,BUF,23,,1,0,12,63,4.0,34,2.8,29,2.4,1,12.0,2.0,18.0,5.3,63.0,0.0,BUF,0.0,0.0,0.0,0,0,0,0,0,0,0,bye,0.0,0,0.0,0.0,0.0,28.0,28.0,28.0,1.0,20.0
157,MikeBoone,MIN,25,,16,0,11,59,2.0,23,2.1,36,3.3,4,2.8,1.0,19.0,5.4,3.7,0.0,MIN,1.0,0.0,0.0,0,5,7,bye,0,0,0,0,0.0,2,4.0,0.0,3.0,12.0,34.0,2.1,2.0,10.0
158,RyanFinley,CIN,26,qb,5,1,11,66,4.0,53,4.8,13,1.2,0,,1.0,23.0,6.0,13.2,0.0,CIN,0.0,0.0,1.0,0,0,0,0,0,bye,0,18,0.0,8,7.0,56.0,0.0,0.0,90.0,18.0,,
159,RashaadPenny,SEA,24,,3,0,11,34,1.0,20,1.8,14,1.3,0,,0.0,7.0,3.1,11.3,0.0,SEA,0.0,0.0,0.0,0,0,bye,0,0,0,0,0,0.0,0,0.0,6.0,4.0,28.0,38.0,12.7,,
160,TrentonCannon,CAR,26,,14,0,10,33,2.0,9,0.9,24,2.4,1,10.0,0.0,13.0,3.3,2.4,0.0,CAR,0.0,0.0,0.0,0,2,8,3,0,0,5,4,10.0,bye,2.0,0.0,3.0,6.0,43.0,3.1,3.0,16.0
161,ChaseClaypool,PIT,22,wr,16,6,10,16,4.0,12,1.2,4,0.4,1,10.0,2.0,8.0,1.6,1.0,3.0,PIT,19.0,24.0,61.0,bye,52,51,51,41,56,44,47,45.0,31,38.0,43.0,54.0,35.0,692.0,43.3,62.0,873.0
162,JimmyGaroppolo,SFO,29,qb,6,6,10,25,3.0,19,1.9,6,0.6,1,10.0,0.0,9.0,2.5,4.2,2.0,SF,62.0,32.0,0.0,0,31,73,66,41,0,0,bye,0.0,0,0.0,0.0,0.0,0.0,305.0,50.8,,
163,TylerHuntley,BAL,22,,2,0,10,23,1.0,22,2.2,1,0.1,0,,0.0,19.0,2.3,11.5,0.0,BAL,0.0,0.0,0.0,0,0,0,bye,0,0,0,0,0.0,0,0.0,11.0,0.0,17.0,28.0,14.0,,
164,CeeDeeLamb,DAL,21,WR,16,14,10,82,4.0,52,5.2,30,3.0,0,,1.0,19.0,8.2,5.1,2.0,DAL,59.0,57.0,49.0,62,36,60,31,37,39,bye,44,42.0,48,26.0,33.0,36.0,62.0,721.0,45.1,74.0,935.0
165,LeSeanMcCoy,TAM,32,,10,0,10,31,2.0,23,2.3,8,0.8,0,,0.0,14.0,3.1,3.1,0.0,TB,25.0,11.0,11.0,5,0,19,0,0,0,3,0,1.0,bye,16.0,12.0,13.0,0.0,116.0,11.6,15.0,101.0
166,IsaiahMcKenzie,BUF,25,wr,16,7,10,9,2.0,1,0.1,8,0.8,1,10.0,0.0,14.0,0.9,0.6,0.0,BUF,16.0,7.0,17.0,22,23,7,15,6,5,9,bye,12.0,11,10.0,22.0,32.0,58.0,272.0,17.0,30.0,282.0
167,CJProsise,HOU,26,,10,0,10,19,0.0,13,1.3,6,0.6,0,,0.0,7.0,1.9,1.9,1.0,HOU,0.0,3.0,2.0,0,0,0,0,bye,0,2,15,10.0,0,13.0,0.0,0.0,0.0,45.0,4.5,5.0,18.0
168,AlexSmith,WAS,36,qb,8,6,10,3,0.0,3,0.3,0,0.0,0,,0.0,5.0,0.3,0.4,2.0,WAS,0.0,0.0,0.0,0,29,0,0,bye,44,88,62,69.0,72,32.0,0.0,0.0,63.0,459.0,57.4,,
169,TJYeldon,BUF,27,,3,0,10,70,5.0,36,3.6,34,3.4,0,,0.0,34.0,7.0,23.3,1.0,BUF,0.0,0.0,6.0,8,28,0,0,0,0,0,bye,0.0,0,0.0,0.0,0.0,0.0,42.0,14.0,1.0,22.0
170,LynnBowden,MIA,23,rb,10,4,9,32,3.0,14,1.6,18,2.0,4,2.3,0.0,11.0,3.6,3.2,0.0,MIA,0.0,4.0,0.0,4,10,5,bye,0,0,0,0,22.0,31,59.0,65.0,58.0,78.0,336.0,33.6,28.0,211.0
171,BlaineGabbert,TAM,31,,4,0,9,16,0.0,16,1.8,0,0.0,0,,0.0,16.0,1.8,4.0,1.0,TB,0.0,0.0,0.0,0,0,9,0,0,1,5,0,0.0,bye,0.0,0.0,34.0,0.0,49.0,12.3,,
172,KJHamler,DEN,21,wr,13,4,9,40,2.0,38,4.2,2,0.2,0,,0.0,15.0,4.4,3.1,2.0,DEN,0.0,48.0,58.0,14,bye,0,30,52,55,62,38,28.0,42,37.0,49.0,8.0,0.0,521.0,40.1,30.0,381.0
173,DontrellHilliard,2TM,25,,7,0,9,48,3.0,19,2.1,29,3.2,1,9.0,0.0,19.0,5.3,6.9,0.0,Multi,0.0,0.0,0.0,15,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,22.0,3.1,1.0,2.0
174,MarcusMariota,LVR,27,,1,0,9,88,8.0,60,6.7,28,3.1,1,9.0,1.0,26.0,9.8,88.0,0.0,LV,0.0,0.0,0.0,0,0,bye,0,0,0,0,0,0.0,0,0.0,65.0,0.0,0.0,65.0,65.0,,
175,ColtMcCoy,NYG,34,qb,4,2,9,12,0.0,11,1.2,1,0.1,0,,0.0,4.0,1.3,3.0,1.0,NYG,0.0,0.0,0.0,0,0,0,0,0,0,0,bye,30.0,56,5.0,54.0,0.0,0.0,145.0,36.3,,
176,NickMullens,SFO,25,qb,10,8,9,8,1.0,7,0.8,1,0.1,0,,0.0,7.0,0.9,0.8,6.0,SF,0.0,29.0,77.0,50,0,0,0,29,57,70,bye,72.0,61,81.0,77.0,0.0,0.0,603.0,60.3,,
177,HenryRuggs,LVR,21,WR,13,12,9,49,3.0,36,4.0,13,1.4,0,,0.0,12.0,5.4,3.8,2.0,LV,42.0,49.0,0.0,0,45,bye,49,54,40,45,32,42.0,63,41.0,0.0,44.0,36.0,582.0,44.8,26.0,452.0
178,JaylenSamuels,PIT,24,rb,14,1,9,28,1.0,14,1.6,14,1.6,0,,0.0,6.0,3.1,2.0,0.0,PIT,20.0,5.0,6.0,bye,2,5,9,8,0,1,0,0.0,27,27.0,7.0,4.0,0.0,121.0,8.6,9.0,46.0
179,AmeerAbdullah,MIN,27,,16,0,8,42,4.0,25,3.1,17,2.1,0,,0.0,13.0,5.3,2.6,0.0,MIN,3.0,1.0,0.0,0,1,18,bye,0,1,3,0,0.0,4,15.0,1.0,11.0,16.0,74.0,4.6,8.0,58.0
180,DavidMoore,SEA,25,wr,16,6,8,61,4.0,40,5.0,21,2.6,1,8.0,0.0,15.0,7.6,3.8,1.0,SEA,33.0,32.0,31.0,22,23,bye,29,20,34,41,37,24.0,45,39.0,21.0,25.0,26.0,482.0,30.1,35.0,417.0
181,DeeboSamuel,SFO,24,wr,7,5,8,26,1.0,9,1.1,17,2.1,0,,0.0,10.0,3.3,3.7,0.0,SF,0.0,0.0,0.0,25,57,60,41,0,0,0,bye,63.0,58,1.0,0.0,0.0,0.0,305.0,43.6,33.0,391.0
182,DwayneWashington,NOR,26,,11,0,8,15,,10,1.3,5,0.6,0,,,,,,,NO,0.0,0.0,0.0,0,0,bye,0,0,8,0,0,3.0,0,0.0,0.0,0.0,0.0,11.0,1.0,,
183,JameisWinston,NOR,26,,4,0,8,-6,0.0,-7,-0.9,1,0.1,0,,0.0,3.0,-0.8,-1.5,0.0,NO,0.0,0.0,0.0,0,0,bye,0,0,10,34,0,3.0,0,0.0,0.0,0.0,7.0,54.0,13.5,,
184,KyleAllen,WAS,24,qb,4,4,7,26,3.0,13,1.9,13,1.9,2,3.5,1.0,13.0,3.7,6.5,1.0,WAS,0.0,0.0,0.0,0,25,73,69,bye,10,0,0,0.0,0,0.0,0.0,0.0,0.0,177.0,44.3,,
185,MichaelBurton,NOR,28,fb,15,4,7,18,6.0,10,1.4,8,1.1,0,,0.0,7.0,2.6,1.2,0.0,NO,17.0,2.0,11.0,20,13,bye,12,11,28,15,13,19.0,14,7.0,8.0,18.0,0.0,208.0,13.9,4.0,28.0
186,RicoDowdle,DAL,22,,15,0,7,24,1.0,13,1.9,11,1.6,0,,0.0,7.0,3.4,1.6,0.0,DAL,0.0,0.0,0.0,1,0,3,0,0,0,bye,0,0.0,0,0.0,8.0,1.0,1.0,14.0,0.9,,
187,ChadHenne,KAN,35,qb,3,1,7,-2,1.0,-2,-0.3,0,0.0,0,,1.0,1.0,-0.3,-0.7,2.0,KC,0.0,0.0,0.0,0,0,0,10,12,0,bye,0,0.0,0,0.0,0.0,0.0,53.0,75.0,25.0,,
188,MasonRudolph,PIT,25,qb,5,1,7,-6,0.0,-6,-0.9,0,0.0,0,,0.0,1.0,-0.9,-1.2,0.0,PIT,0.0,0.0,0.0,bye,0,7,0,0,4,4,6,0.0,0,0.0,0.0,0.0,58.0,79.0,15.8,,
189,JarrettStidham,NWE,24,,5,0,7,7,3.0,7,1.0,0,0.0,0,,0.0,6.0,1.0,1.4,0.0,NE,0.0,0.0,0.0,0,bye,0,20,0,0,0,0,0.0,9,14.0,0.0,17.0,0.0,60.0,15.0,,
190,ChrisThompson,JAX,30,,8,0,7,20,1.0,10,1.4,10,1.4,0,,0.0,5.0,2.9,2.5,0.0,JAC,13.0,31.0,30.0,16,30,15,0,bye,19,1,0,0.0,0,0.0,0.0,0.0,0.0,155.0,19.4,20.0,146.0
191,LoganWoodside,TEN,25,,6,0,7,10,1.0,8,1.1,2,0.3,0,,0.0,18.0,1.4,1.7,0.0,TEN,0.0,0.0,0.0,bye,0,0,0,0,0,6,0,3.0,0,6.0,3.0,3.0,0.0,21.0,3.5,,
192,JamalAgnew,DET,25,wr,14,2,6,33,3.0,31,5.2,2,0.3,0,,0.0,11.0,5.5,2.4,2.0,DET,15.0,9.0,14.0,11,bye,12,12,7,0,0,28,25.0,16,11.0,10.0,12.0,11.0,193.0,13.8,13.0,89.0
193,BrandonAiyuk,SFO,22,WR,12,11,6,77,3.0,36,6.0,41,6.8,1,6.0,2.0,38.0,12.8,6.4,0.0,SF,0.0,44.0,56.0,64,62,62,50,63,0,68,bye,0.0,53,74.0,80.0,52.0,0.0,728.0,60.7,60.0,748.0
194,AlexArmah,CAR,26,,16,1,6,9,5.0,3,0.5,6,1.0,0,,0.0,3.0,1.5,0.6,0.0,CAR,8.0,17.0,7.0,17,10,6,4,3,12,8,13,3.0,bye,4.0,7.0,16.0,10.0,145.0,9.1,5.0,18.0
195,MattBarkley,BUF,30,,5,0,6,-6,0.0,-6,-1.0,0,0.0,0,,0.0,-1.0,-1.0,-1.2,0.0,BUF,0.0,0.0,0.0,0,7,0,0,0,0,0,bye,1.0,0,0.0,1.0,15.0,29.0,53.0,10.6,,
