,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,AirYards,Ctch%,Y/R,Lng,Y/Tgt,R/G,Y/G,Fmb,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
354,TavonAustin,GNB,30,,4,0,5,5,20,0,1.0,-22,-4.4,42,8.4,-4.4,0,,0,0.0,0.0,83.3,-22.0,100.0%,4.0,7.0,4.0,1.3,5.0,1.0,GB,0.0,0.0,0.0,0,bye,0,0,0,0,0,0,0.0,0,4.0,4.0,17.0,5.0,30.0,7.5
355,JaMarcusBradley,CLE,24,wr,3,1,11,5,60,0,2.0,49,9.8,11,2.2,11.5,0,,0,0.0,0.0,62.7,126.5,45.5%,12.0,22.0,5.5,1.7,20.0,0.0,CLE,0.0,0.0,0.0,0,0,0,0,0,bye,0,0,0.0,11,4.0,0.0,77.0,0.0,92.0,30.7
356,CethanCarter,CIN,25,te,15,5,7,5,53,0,3.0,43,8.6,10,2.0,7.7,0,,1,14.3,0.0,93.2,53.9,71.4%,10.6,24.0,7.6,0.3,3.5,0.0,CIN,1.0,7.0,9.0,20,13,23,0,16,bye,12,17,13.0,14,18.0,21.0,24.0,12.0,220.0,14.7
357,CoreyClement,PHI,26,,15,0,6,5,25,0,2.0,-7,-1.4,32,6.4,-1.7,0,,1,16.7,0.0,84.0,-10.2,83.3%,5.0,12.0,4.2,0.3,1.7,0.0,PHI,26.0,3.0,6.0,4,3,7,17,19,bye,1,0,4.0,0,2.0,0.0,1.0,14.0,107.0,7.1
358,PharohCooper,CAR,25,wr,16,1,8,5,73,0,3.0,38,7.6,35,7.0,9.9,0,,0,0.0,0.0,92.2,79.2,62.5%,14.6,32.0,9.1,0.3,4.6,1.0,CAR,3.0,6.0,9.0,19,15,4,2,2,4,0,3,0.0,bye,39.0,9.0,10.0,18.0,143.0,8.9
359,DamienHarris,NWE,23,rb,10,10,7,5,52,0,4.0,-3,-0.6,55,11.0,-0.4,0,,0,0.0,1.0,53.0,-2.8,71.4%,10.4,15.0,7.4,0.5,5.2,1.0,NE,0.0,0.0,0.0,0,bye,12,21,20,28,32,26,34.0,33,22.0,0.0,0.0,0.0,228.0,25.3
360,JusticeHill,BAL,23,,12,0,5,5,20,0,0.0,-7,-1.4,27,5.4,-1.4,0,,0,0.0,0.0,83.3,-7.0,100.0%,4.0,8.0,4.0,0.4,1.7,0.0,BAL,0.0,0.0,0.0,0,0,0,bye,2,3,5,7,26.0,6,6.0,6.0,3.0,9.0,73.0,6.1
361,StevenMitchell,HOU,26,wr,6,1,8,5,60,0,3.0,50,10.0,10,2.0,13.8,0,,0,0.0,0.0,85.4,110.4,62.5%,12.0,20.0,7.5,0.8,10.0,0.0,HOU,0.0,0.0,0.0,0,0,0,0,bye,0,0,0,8.0,6,61.0,1.0,2.0,6.0,84.0,14.0
362,GabeNabers,LAC,23,fb,16,5,7,5,25,2,2.0,2,0.4,23,4.6,0.9,0,,2,28.6,0.0,116.1,6.3,71.4%,5.0,9.0,3.6,0.3,1.6,0.0,LAC,6.0,8.0,3.0,7,13,bye,14,3,1,10,7,7.0,3,12.0,11.0,2.0,22.0,129.0,8.1
363,GunnerOlszewski,NWE,24,wr,13,2,5,5,62,1,3.0,27,5.4,35,7.0,5.4,1,5.0,0,0.0,0.0,157.9,27.0,100.0%,12.4,38.0,12.4,0.4,4.8,1.0,NE,0.0,0.0,0.0,0,bye,0,4,42,35,0,0,1.0,6,0.0,1.0,0.0,13.0,102.0,8.5
364,CJProsise,HOU,26,,10,0,5,5,18,1,1.0,-8,-1.6,26,5.2,-1.6,0,,0,0.0,0.0,121.2,-8.0,100.0%,3.6,10.0,3.6,0.5,1.8,1.0,HOU,0.0,3.0,2.0,0,0,0,0,bye,0,2,15,10.0,0,13.0,0.0,0.0,0.0,45.0,4.5
365,MyColePruitt,TEN,28,te,11,4,8,5,49,2,4.0,36,7.2,13,2.6,8.4,0,,1,12.5,0.0,119.3,67.2,62.5%,9.8,22.0,6.1,0.5,4.5,0.0,TEN,31.0,21.0,25.0,bye,0,0,15,17,7,0,0,0.0,32,34.0,38.0,12.0,30.0,262.0,23.8
366,TheoRiddick,LVR,29,,4,0,6,5,43,0,1.0,10,2.0,33,6.6,1.7,0,,0,0.0,0.0,96.5,10.2,83.3%,8.6,15.0,7.2,1.3,10.8,0.0,LV,0.0,0.0,0.0,7,0,bye,0,0,0,0,0,0.0,13,0.0,14.0,0.0,14.0,48.0,12.0
367,DarriusShepherd,GNB,25,,8,0,8,5,46,0,1.0,28,5.6,18,3.6,15.0,0,,0,0.0,0.0,78.1,120.0,62.5%,9.2,19.0,5.8,0.6,5.8,1.0,GB,0.0,0.0,23.0,36,bye,6,28,18,23,0,2,2.0,0,0.0,0.0,0.0,0.0,138.0,17.3
368,TrentSherfield,ARI,24,wr,15,1,7,5,50,0,2.0,23,4.6,27,5.4,11.7,0,,0,0.0,1.0,51.8,81.9,71.4%,10.0,26.0,7.1,0.3,3.3,0.0,ARI,2.0,5.0,1.0,0,9,6,1,bye,1,0,0,0.0,1,5.0,2.0,5.0,41.0,79.0,5.3
369,MalikTaylor,GNB,25,wr,15,1,6,5,66,1,4.0,19,3.8,47,9.4,6.7,0,,0,0.0,0.0,152.1,40.2,83.3%,13.2,26.0,11.0,0.3,4.4,0.0,GB,1.0,15.0,4.0,45,bye,32,10,13,26,8,0,2.0,5,0.0,1.0,4.0,0.0,166.0,11.1
370,LevineToilolo,NYG,29,te,16,2,6,5,46,0,3.0,20,4.0,26,5.2,4.3,0,,0,0.0,0.0,98.6,25.8,83.3%,9.2,14.0,7.7,0.3,2.9,0.0,NYG,24.0,11.0,4.0,11,16,9,9,21,25,21,bye,39.0,32,10.0,18.0,6.0,19.0,275.0,17.2
371,KeShawnVaughn,TAM,23,,10,0,10,5,34,1,2.0,11,2.2,23,4.6,2.4,0,,3,30.0,0.0,91.2,24.0,50.0%,6.8,13.0,3.4,0.5,3.4,1.0,TB,0.0,0.0,0.0,19,18,10,0,0,0,0,0,0.0,bye,4.0,10.0,35.0,3.0,99.0,9.9
372,DeAndreWashington,2TM,27,,4,1,10,5,30,0,2.0,7,1.4,23,4.6,2.6,0,,0,0.0,,56.2,26.0,50.0%,6.0,10.0,3.0,1.3,7.5,0.0,Multi,0.0,0.0,0.0,0,0,0,10,0,0,4,0,34.0,0,39.0,0.0,0.0,0.0,87.0,21.8
373,TrayveonWilliams,CIN,23,,10,0,5,5,30,0,1.0,-11,-2.2,41,8.2,-2.2,2,2.5,0,0.0,0.0,91.7,-11.0,100.0%,6.0,13.0,6.0,0.5,3.0,1.0,CIN,0.0,0.0,0.0,0,0,0,0,0,bye,5,0,5.0,0,27.0,7.0,6.0,9.0,59.0,5.9
374,JJArcega-Whiteside,PHI,24,,8,0,8,4,85,0,4.0,74,18.5,11,2.8,15.1,0,,1,12.5,1.0,48.4,120.8,50.0%,21.3,37.0,10.6,0.5,10.6,0.0,PHI,28.0,16.0,18.0,0,8,12,13,5,bye,0,0,0.0,0,0.0,0.0,0.0,41.0,141.0,17.6
375,PeytonBarber,WAS,26,rb,16,2,7,4,12,0,1.0,1,0.3,11,2.8,0.1,0,,1,14.3,0.0,62.2,0.7,57.1%,3.0,7.0,1.7,0.3,0.8,0.0,WAS,29.0,1.0,5.0,5,2,8,23,bye,1,10,14,17.0,24,30.0,13.0,4.0,6.0,192.0,12.0
376,KhariBlasingame,TEN,24,fb,15,7,5,4,39,0,2.0,5,1.3,34,8.5,1.0,0,,1,20.0,0.0,99.2,5.0,80.0%,9.8,16.0,7.8,0.3,2.6,0.0,TEN,10.0,12.0,19.0,bye,0,10,8,11,11,14,15,16.0,6,8.0,13.0,5.0,7.0,165.0,11.0
377,MichaelBurton,NOR,28,fb,15,4,4,4,28,0,1.0,6,1.5,22,5.5,1.5,0,,0,0.0,0.0,95.8,6.0,100.0%,7.0,12.0,7.0,0.3,1.9,0.0,NO,17.0,2.0,11.0,20,13,bye,12,11,28,15,13,19.0,14,7.0,8.0,18.0,0.0,208.0,13.9
378,TevinColeman,SFO,27,rb,8,1,5,4,34,0,2.0,13,3.3,21,5.3,2.6,1,4.0,0,0.0,0.0,95.0,13.0,80.0%,8.5,18.0,6.8,0.5,4.3,0.0,SF,6.0,30.0,0.0,0,0,0,0,6,0,0,bye,0.0,4,2.0,6.0,7.0,2.0,63.0,7.9
379,JuwanJohnson,NOR,24,wr,7,4,10,4,39,0,3.0,19,4.8,20,5.0,7.3,0,,1,10.0,0.0,51.7,73.0,40.0%,9.8,19.0,3.9,0.6,5.6,0.0,NO,0.0,0.0,0.0,0,0,bye,13,64,0,0,0,0.0,20,5.0,42.0,23.0,15.0,182.0,26.0
380,JoshMalone,NYJ,24,,4,0,6,4,16,0,1.0,8,2.0,8,2.0,2.8,0,,1,16.7,0.0,70.1,16.8,66.7%,4.0,13.0,2.7,1.0,4.0,0.0,NYJ,0.0,42.0,38.0,0,0,0,0,0,0,bye,0,0.0,0,0.0,0.0,0.0,0.0,80.0,20.0
381,JohnnyMundt,LAR,26,te,16,1,4,4,53,0,1.0,8,2.0,45,11.3,1.8,2,2.0,0,0.0,0.0,118.7,7.2,100.0%,13.3,34.0,13.3,0.3,3.3,0.0,LAR,10.0,1.0,0.0,11,2,0,0,0,bye,14,6,3.0,7,1.0,0.0,6.0,14.0,75.0,5.0
382,DantePettis,2TM,25,,7,1,6,4,76,1,3.0,70,17.5,6,1.5,18.3,0,,0,0.0,,149.3,109.8,66.7%,19.0,33.0,12.7,0.6,10.9,1.0,Multi,45.0,10.0,8.0,0,0,0,0,3,0,0,0,0.0,0,0.0,0.0,29.0,20.0,115.0,16.4
383,DamionRatley,NYG,25,,5,0,10,4,63,0,2.0,53,13.3,10,2.5,7.8,0,,0,0.0,0.0,61.7,78.0,40.0%,15.8,29.0,6.3,0.8,12.6,1.0,NYG,18.0,27.0,18.0,29,34,0,0,0,0,0,bye,0.0,0,0.0,0.0,0.0,0.0,126.0,25.2
384,RileyRidley,CHI,24,wr,5,1,4,4,39,0,3.0,36,9.0,3,0.8,9.0,0,,0,0.0,0.0,107.3,36.0,100.0%,9.8,18.0,9.8,0.8,7.8,0.0,CHI,0.0,0.0,0.0,0,0,0,0,0,16,9,bye,11.0,0,2.0,3.0,0.0,0.0,41.0,8.2
385,AndreRoberts,BUF,32,,15,0,5,4,34,0,2.0,29,7.3,5,1.3,9.6,0,,1,20.0,1.0,55.4,48.0,80.0%,8.5,16.0,6.8,0.3,2.3,3.0,BUF,2.0,6.0,11.0,6,24,1,0,0,0,1,bye,0.0,0,0.0,0.0,11.0,0.0,62.0,4.1
386,SethRoberts,CAR,29,,7,1,6,4,31,0,2.0,9,2.3,22,5.5,7.3,1,4.0,0,0.0,0.0,79.2,43.8,66.7%,7.8,12.0,5.2,0.6,4.4,0.0,CAR,5.0,19.0,17.0,8,10,15,19,0,0,0,0,0.0,bye,0.0,0.0,0.0,0.0,93.0,13.3
387,LeeSmith,BUF,33,te,10,2,6,4,35,2,3.0,15,3.8,20,5.0,3.7,0,,0,0.0,0.0,121.5,22.2,66.7%,8.8,27.0,5.8,0.4,3.5,0.0,BUF,0.0,0.0,1.0,0,0,2,0,8,0,12,bye,17.0,25,29.0,30.0,24.0,23.0,171.0,17.1
388,JonathanWilliams,DET,26,,5,0,4,4,21,0,2.0,-2,-0.5,23,5.8,-0.5,0,,0,0.0,0.0,88.5,-2.0,100.0%,5.3,10.0,5.3,0.8,4.2,1.0,DET,0.0,0.0,0.0,0,bye,0,0,0,0,0,0,21.0,6,0.0,0.0,0.0,0.0,27.0,5.4
389,DeontayBurnett,PHI,23,,2,0,4,3,19,0,1.0,15,5.0,4,1.3,3.8,0,,0,0.0,0.0,84.4,15.2,75.0%,6.3,10.0,4.8,1.5,9.5,0.0,PHI,0.0,0.0,39.0,19,0,0,0,0,bye,0,0,0.0,0,0.0,0.0,0.0,0.0,58.0,29.0
390,TrentonCannon,CAR,26,,14,0,3,3,16,0,1.0,3,1.0,13,4.3,1.0,1,3.0,0,0.0,0.0,88.9,3.0,100.0%,5.3,19.0,5.3,0.2,1.1,0.0,CAR,0.0,0.0,0.0,0,2,8,3,0,0,5,4,10.0,bye,2.0,0.0,3.0,6.0,43.0,3.1
391,AustinCarr,NOR,27,,6,0,4,3,27,1,3.0,16,5.3,11,3.7,8.0,0,,0,0.0,0.0,132.3,32.0,75.0%,9.0,11.0,6.8,0.5,4.5,0.0,NO,0.0,0.0,0.0,0,0,bye,13,21,0,0,0,15.0,0,0.0,0.0,21.0,11.0,81.0,13.5
392,AshtonDulin,IND,23,,13,0,6,3,53,0,2.0,25,8.3,28,9.3,5.2,0,,0,0.0,0.0,80.6,31.2,50.0%,17.7,34.0,8.8,0.2,4.1,1.0,IND,0.0,6.0,12.0,18,7,6,bye,9,0,0,0,0.0,8,11.0,4.0,8.0,16.0,105.0,8.1
393,TedGinn,CHI,35,,6,0,6,3,40,0,1.0,30,10.0,10,3.3,20.2,0,,0,0.0,0.0,71.5,121.2,50.0%,13.3,29.0,6.7,0.5,6.7,1.0,CHI,28.0,0.0,16.0,7,4,3,0,0,0,0,bye,0.0,0,0.0,0.0,0.0,0.0,58.0,11.6
394,TerryGodwin,JAX,24,,3,0,6,3,32,0,2.0,29,9.7,3,1.0,11.7,0,,1,16.7,0.0,66.0,70.2,50.0%,10.7,21.0,5.3,1.0,10.7,0.0,JAC,0.0,0.0,0.0,0,0,0,0,bye,0,2,7,0.0,0,0.0,0.0,0.0,41.0,50.0,16.7
395,JaedenGraham,ATL,25,,16,0,5,3,25,0,1.0,11,3.7,14,4.7,3.6,0,,1,20.0,0.0,72.9,18.0,60.0%,8.3,11.0,5.0,0.2,1.6,0.0,ATL,9.0,1.0,8.0,6,3,1,8,4,10,bye,2,25.0,8,11.0,9.0,7.0,4.0,116.0,7.3
396,VirgilGreen,LAC,32,te,6,3,6,3,50,1,2.0,27,9.0,23,7.7,11.8,0,,1,16.7,0.0,118.1,70.8,50.0%,16.7,26.0,8.3,0.5,8.3,0.0,LAC,24.0,35.0,12.0,25,25,bye,20,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,141.0,23.5
397,TannerHudson,TAM,26,,11,0,7,3,41,0,3.0,29,9.7,12,4.0,15.4,0,,0,0.0,0.0,62.2,107.8,42.9%,13.7,20.0,5.9,0.3,3.7,0.0,TB,0.0,0.0,0.0,8,16,8,2,3,1,7,0,0.0,bye,0.0,7.0,22.0,0.0,74.0,6.7
398,LilJordanHumphrey,NOR,22,wr,3,1,5,3,46,1,3.0,36,12.0,10,3.3,10.6,1,3.0,0,0.0,1.0,90.4,53.0,60.0%,15.3,17.0,9.2,1.0,15.3,0.0,NO,0.0,0.0,0.0,0,0,bye,0,0,0,0,0,0.0,0,0.0,27.0,16.0,23.0,66.0,22.0
399,DErnestJohnson,CLE,24,,16,0,4,3,14,0,0.0,2,0.7,12,4.0,0.0,0,,1,25.0,0.0,79.2,0.0,75.0%,4.7,5.0,3.5,0.2,0.9,1.0,CLE,4.0,2.0,0.0,17,22,17,2,6,bye,0,1,3.0,2,0.0,5.0,0.0,0.0,81.0,5.1
400,DaltonKeene,NWE,21,,6,0,5,3,16,0,,15,5.0,1,0.3,8.8,0,,0,0.0,0.0,65.4,44.0,,,,,,,,NE,0.0,0.0,0.0,0,bye,0,24,0,0,0,0,0.0,23,31.0,29.0,3.0,30.0,140.0,23.3
401,MarlonMack,IND,24,rb,1,1,3,3,30,0,1.0,-1,-0.3,31,10.3,-0.3,0,,0,0.0,0.0,108.3,-0.9,100.0%,10.0,19.0,10.0,3.0,30.0,0.0,IND,11.0,0.0,0.0,0,0,0,bye,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,11.0,11.0
402,TyMontgomery,NOR,27,rb,6,1,6,3,27,0,1.0,-6,-2.0,33,11.0,1.7,0,,1,16.7,0.0,62.5,10.2,50.0%,9.0,17.0,4.5,0.5,4.5,0.0,NO,4.0,6.0,0.0,0,0,bye,0,0,0,0,2,0.0,0,0.0,0.0,16.0,44.0,72.0,12.0
403,AlfredMorris,NYG,32,,9,0,4,3,19,1,2.0,2,0.7,17,5.7,1.0,1,3.0,0,0.0,0.0,124.0,4.0,75.0%,6.3,9.0,4.8,0.3,2.1,0.0,NYG,0.0,0.0,0.0,0,0,0,0,21,16,15,bye,8.0,11,6.0,13.0,8.0,13.0,111.0,12.3
404,EricSaubert,JAX,26,,8,4,4,3,16,0,,9,3.0,7,2.3,3.3,0,,0,0.0,1.0,41.7,13.2,,,,,,,,JAC,0.0,0.0,0.0,0,0,0,2,bye,0,0,31,9.0,17,9.0,12.0,4.0,10.0,94.0,11.8
405,DiontaeSpencer,DEN,28,,11,0,6,3,26,0,1.0,14,4.7,12,4.0,5.5,0,,0,0.0,0.0,61.8,33.0,50.0%,8.7,10.0,4.3,0.3,2.4,2.0,DEN,6.0,3.0,2.0,1,bye,4,0,0,0,2,1,0.0,0,2.0,1.0,13.0,30.0,65.0,5.9
406,CourtlandSutton,DEN,25,wr,1,1,6,3,66,0,2.0,59,19.7,7,2.3,17.7,0,,1,16.7,1.0,50.0,106.2,50.0%,22.0,45.0,11.0,3.0,66.0,0.0,DEN,0.0,31.0,0.0,0,bye,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,31.0
407,KahaleWarring,HOU,23,,7,0,7,3,35,0,2.0,27,9.0,8,2.7,8.3,0,,1,14.3,0.0,58.6,58.1,42.9%,11.7,23.0,5.0,0.4,5.0,0.0,HOU,0.0,0.0,0.0,0,0,0,0,bye,0,0,0,4.0,6,15.0,12.0,8.0,7.0,52.0,7.4
408,NickWestbrook-Ikhine,TEN,23,wr,14,1,8,3,33,0,3.0,28,9.3,5,1.7,10.3,0,,0,0.0,1.0,10.9,82.4,37.5%,11.0,19.0,4.1,0.2,2.4,0.0,TEN,0.0,6.0,12.0,bye,45,27,2,2,5,9,0,1.0,0,19.0,9.0,13.0,7.0,157.0,11.2
409,CharlieWoerner,SFO,23,,14,0,4,3,36,0,2.0,11,3.7,25,8.3,2.5,1,3.0,0,0.0,0.0,102.1,10.0,75.0%,12.0,18.0,9.0,0.2,2.6,0.0,SF,1.0,8.0,12.0,2,2,2,7,6,8,8,bye,13.0,15,24.0,0.0,0.0,11.0,119.0,8.5
410,BrandonZylstra,CAR,27,wr,16,2,4,3,35,0,3.0,20,6.7,15,5.0,13.8,0,,0,0.0,0.0,101.0,55.2,75.0%,11.7,28.0,8.8,0.2,2.2,0.0,CAR,8.0,4.0,2.0,8,0,0,5,13,9,11,11,14.0,bye,26.0,5.0,3.0,7.0,126.0,7.9
411,DevinAsiasi,NWE,23,te,9,3,7,2,39,1,2.0,33,16.5,6,3.0,9.6,0,,1,14.3,0.0,89.9,67.2,28.6%,19.5,26.0,5.6,0.2,4.3,0.0,NE,10.0,10.0,29.0,0,bye,24,0,0,0,0,0,0.0,0,23.0,27.0,47.0,35.0,205.0,25.6
412,ReggieBonnafon,CAR,24,,2,0,2,2,18,1,2.0,-2,-1.0,20,10.0,-1.0,0,,0,0.0,0.0,143.7,-2.0,100.0%,9.0,15.0,9.0,1.0,9.0,0.0,CAR,0.0,0.0,2.0,21,0,0,0,0,0,0,0,0.0,bye,0.0,0.0,0.0,0.0,23.0,11.5
413,MikeBoone,MIN,25,,16,0,2,2,10,0,0.0,-7,-3.5,17,8.5,-3.5,0,,0,0.0,0.0,87.5,-7.0,100.0%,5.0,6.0,5.0,0.1,0.6,0.0,MIN,1.0,0.0,0.0,0,5,7,bye,0,0,0,0,0.0,2,4.0,0.0,3.0,12.0,34.0,2.1
414,DanielBrown,NYJ,28,te,16,1,2,2,31,0,2.0,10,5.0,21,10.5,5.0,0,,0,0.0,0.0,118.7,10.0,100.0%,15.5,18.0,15.5,0.1,1.9,0.0,NYJ,0.0,0.0,0.0,0,0,0,0,0,0,bye,0,1.0,11,4.0,2.0,7.0,3.0,28.0,1.8
415,JakeButt,DEN,25,,5,1,4,2,5,0,,3,1.5,2,1.0,1.8,0,,1,25.0,0.0,56.2,7.2,,,,,,,,DEN,16.0,7.0,18.0,34,bye,39,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,114.0,22.8
416,JasonCabinda,DET,24,mlb,16,2,3,2,8,0,1.0,2,1.0,6,3.0,-1.3,0,,0,0.0,1.0,30.6,-3.9,66.7%,4.0,4.0,2.7,0.1,0.5,0.0,,,,,,,,,,,,,,,,,,,,
417,LawrenceCager,NYJ,23,wr,2,1,6,2,35,0,2.0,21,10.5,14,7.0,14.0,0,,0,0.0,2.0,14.6,84.0,33.3%,17.5,19.0,5.8,1.0,17.5,0.0,NYJ,0.0,0.0,29.0,10,0,0,0,0,0,bye,0,0.0,0,0.0,0.0,0.0,0.0,39.0,19.5
418,AntonioCallaway,MIA,23,wr,5,1,4,2,20,0,1.0,17,8.5,3,1.5,7.0,0,,0,0.0,0.0,64.6,28.0,50.0%,10.0,13.0,5.0,0.4,4.0,0.0,MIA,0.0,0.0,0.0,0,0,0,bye,0,0,0,8,13.0,13,22.0,0.0,0.0,0.0,56.0,11.2
419,ChandlerCox,MIA,24,,8,3,2,2,9,0,1.0,2,1.0,7,3.5,1.0,0,,0,0.0,0.0,85.4,2.0,100.0%,4.5,6.0,4.5,0.3,1.1,0.0,MIA,12.0,15.0,16.0,9,23,12,bye,0,9,0,0,0.0,12,0.0,0.0,0.0,0.0,108.0,13.5
420,DominiqueDafney,GNB,23,te,5,2,2,2,26,1,2.0,16,8.0,10,5.0,8.0,0,,0,0.0,0.0,158.3,16.0,100.0%,13.0,13.0,13.0,0.4,5.2,0.0,GB,0.0,0.0,0.0,0,bye,0,0,0,0,0,0,0.0,6,12.0,11.0,26.0,13.0,68.0,13.6
421,AJDillon,GNB,22,,11,0,2,2,21,0,1.0,5,2.5,16,8.0,2.5,1,2.0,0,0.0,0.0,110.4,5.0,100.0%,10.5,16.0,10.5,0.2,1.9,0.0,GB,5.0,7.0,0.0,3,bye,10,14,10,0,0,0,0.0,0,0.0,5.0,38.0,5.0,97.0,8.8
422,DarryntonEvans,TEN,22,,5,0,4,2,27,1,2.0,-2,-1.0,29,14.5,-0.5,0,,0,0.0,0.0,111.5,-2.0,50.0%,13.5,24.0,6.8,0.4,5.4,0.0,TEN,0.0,0.0,8.0,bye,5,0,0,0,0,0,0,0.0,0,0.0,13.0,6.0,1.0,33.0,6.6
423,RobertFoster,WAS,26,wr,4,2,6,2,37,0,2.0,5,2.5,32,16.0,14.0,1,2.0,1,16.7,0.0,55.6,84.0,33.3%,18.5,28.0,6.2,0.5,9.3,0.0,WAS,0.0,0.0,0.0,0,0,0,0,bye,0,0,5,0.0,0,5.0,10.0,7.0,0.0,27.0,6.8
424,DauriceFountain,IND,25,,5,0,3,2,23,0,2.0,23,11.5,0,0.0,9.3,0,,0,0.0,0.0,89.6,27.9,66.7%,11.5,12.0,7.7,0.4,4.6,0.0,IND,0.0,15.0,19.0,15,5,0,bye,0,10,0,0,0.0,0,0.0,0.0,0.0,0.0,64.0,12.8
425,BennieFowler,NOR,29,,5,0,6,2,11,0,1.0,10,5.0,1,0.5,7.8,0,,1,16.7,1.0,2.8,46.8,33.3%,5.5,7.0,1.8,0.4,2.2,0.0,NO,7.0,4.0,11.0,10,24,bye,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,56.0,11.2
426,ReggieGilliam,BUF,23,,14,0,2,2,16,1,2.0,8,4.0,8,4.0,4.0,0,,0,0.0,0.0,139.6,8.0,100.0%,8.0,15.0,8.0,0.1,1.1,0.0,BUF,3.0,3.0,1.0,3,4,3,13,9,14,1,bye,6.0,7,4.0,10.0,0.0,0.0,81.0,5.8
427,AndyJanovich,CLE,27,fb,14,3,5,2,13,0,1.0,1,0.5,12,6.0,1.8,1,2.0,2,40.0,0.0,47.9,9.0,40.0%,6.5,13.0,2.6,0.1,0.9,0.0,CLE,10.0,22.0,17.0,24,14,7,9,6,bye,15,0,0.0,13,9.0,12.0,11.0,3.0,172.0,12.3
428,LamarMiller,CHI,29,,1,0,2,2,6,0,1.0,2,1.0,4,2.0,1.0,0,,0,0.0,0.0,79.2,2.0,100.0%,3.0,7.0,3.0,2.0,6.0,0.0,CHI,0.0,0.0,0.0,0,0,0,0,0,0,5,bye,0.0,0,0.0,0.0,0.0,0.0,5.0,5.0
429,CamNewton,NWE,31,QB,15,15,2,2,35,1,2.0,17,8.5,18,9.0,8.5,0,,0,0.0,0.0,158.3,17.0,100.0%,17.5,19.0,17.5,0.1,2.3,6.0,NE,64.0,72.0,69.0,0,bye,57,32,65,81,58,69,53.0,58,45.0,55.0,33.0,65.0,876.0,58.4
430,ColbyParkinson,SEA,21,,6,0,2,2,16,0,2.0,11,5.5,5,2.5,5.5,1,2.0,0,0.0,0.0,100.0,11.0,100.0%,8.0,10.0,8.0,0.3,2.7,0.0,SEA,0.0,0.0,0.0,0,0,bye,0,3,0,0,0,11.0,2,19.0,8.0,0.0,8.0,51.0,8.5
431,ElijhaaPenny,NYG,27,,14,0,3,2,20,0,1.0,4,2.0,16,8.0,1.3,0,,0,0.0,0.0,85.4,3.9,66.7%,10.0,11.0,6.7,0.1,1.4,0.0,NYG,3.0,4.0,2.0,1,3,5,2,3,5,11,bye,14.0,10,2.0,8.0,0.0,0.0,73.0,5.2
432,JohnRoss,CIN,25,wr,3,1,7,2,17,0,1.0,14,7.0,3,1.5,12.0,0,,1,14.3,0.0,39.6,84.0,28.6%,8.5,15.0,2.4,0.7,5.7,0.0,CIN,58.0,28.0,0.0,0,0,1,0,0,bye,0,0,0.0,0,0.0,0.0,0.0,0.0,87.0,29.0
433,IsaiahZuber,NWE,23,,4,0,2,2,29,0,1.0,-1,-0.5,30,15.0,-0.5,1,2.0,0,0.0,0.0,118.7,-1.0,100.0%,14.5,16.0,14.5,0.5,7.3,0.0,NE,0.0,0.0,6.0,0,bye,5,0,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,17.0,5.7
434,JoshAllen,BUF,24,QB,16,16,1,1,12,1,1.0,-5,-5.0,17,17.0,-5.0,1,1.0,0,0.0,0.0,156.2,-5.0,100.0%,12.0,12.0,12.0,0.1,0.8,9.0,BUF,87.0,61.0,62.0,61,65,53,73,58,68,73,bye,61.0,73,75.0,72.0,57.0,35.0,1034.0,64.6
435,MarcusBaugh,WAS,26,te,8,1,1,1,2,0,,0,0.0,2,2.0,0.0,0,,0,0.0,0.0,79.2,0.0,,,,,,,,WAS,27.0,15.0,11.0,9,0,0,0,bye,0,0,0,0.0,0,4.0,3.0,2.0,6.0,77.0,9.6
436,LeVanteBellamy,DEN,24,,5,0,1,1,5,0,,0,0.0,5,5.0,0.0,0,,0,0.0,0.0,87.5,0.0,,,,,,,,DEN,0.0,0.0,0.0,0,bye,0,0,0,0,0,0,0.0,0,0.0,0.0,8.0,1.0,9.0,1.8
437,NickBellore,SEA,31,,16,0,1,1,9,0,1.0,3,3.0,6,6.0,3.0,0,,0,0.0,0.0,104.2,3.0,100.0%,9.0,9.0,9.0,0.1,0.6,0.0,,,,,,,,,,,,,,,,,,,,
438,HunterBryant,DET,22,,5,0,3,1,44,0,1.0,32,32.0,12,12.0,22.3,0,,0,0.0,0.0,81.9,66.9,33.3%,44.0,44.0,14.7,0.2,8.8,0.0,DET,0.0,0.0,0.0,0,bye,0,0,0,0,0,0,0.0,5,4.0,7.0,1.0,8.0,25.0,5.0
