,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,AirYards,Ctch%,Y/R,Lng,Y/Tgt,R/G,Y/G,Fmb,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
325,DemetriusHarris,CHI,29,te,15,5,14,7,45,0,2.0,20,2.9,25,3.6,6.6,0,,2,14.3,1.0,27.4,92.4,50.0%,6.4,9.0,3.2,0.5,3.0,0.0,CHI,26.0,36.0,34.0,23,28,24,0,5,6,3,bye,1.0,6,3.0,1.0,0.0,1.0,197.0,14.1
332,FosterMoreau,LVR,23,te,16,2,9,7,140,2,5.0,89,12.7,51,7.3,12.1,0,,0,0.0,0.0,158.3,108.9,77.8%,20.0,47.0,15.6,0.4,8.8,0.0,LV,12.0,32.0,15.0,10,12,bye,11,31,13,25,17,8.0,20,13.0,20.0,2.0,14.0,255.0,15.9
334,LukeStocker,ATL,32,TE,16,13,11,7,63,0,4.0,11,1.6,52,7.4,1.9,0,,1,9.1,0.0,79.0,20.9,63.6%,9.0,25.0,5.7,0.4,3.9,0.0,ATL,26.0,29.0,32.0,33,23,31,34,34,37,bye,16,34.0,24,33.0,32.0,40.0,44.0,502.0,31.4
349,ChrisManhertz,CAR,28,TE,16,12,8,6,52,0,1.0,19,3.2,33,5.5,4.0,1,6.0,1,12.5,0.0,91.7,32.0,75.0%,8.7,17.0,6.5,0.4,3.3,0.0,CAR,36.0,36.0,24.0,58,32,33,20,19,30,26,42,25.0,bye,29.0,26.0,36.0,30.0,502.0,31.4
356,CethanCarter,CIN,25,te,15,5,7,5,53,0,3.0,43,8.6,10,2.0,7.7,0,,1,14.3,0.0,93.2,53.9,71.4%,10.6,24.0,7.6,0.3,3.5,0.0,CIN,1.0,7.0,9.0,20,13,23,0,16,bye,12,17,13.0,14,18.0,21.0,24.0,12.0,220.0,14.7
365,MyColePruitt,TEN,28,te,11,4,8,5,49,2,4.0,36,7.2,13,2.6,8.4,0,,1,12.5,0.0,119.3,67.2,62.5%,9.8,22.0,6.1,0.5,4.5,0.0,TEN,31.0,21.0,25.0,bye,0,0,15,17,7,0,0,0.0,32,34.0,38.0,12.0,30.0,262.0,23.8
370,LevineToilolo,NYG,29,te,16,2,6,5,46,0,3.0,20,4.0,26,5.2,4.3,0,,0,0.0,0.0,98.6,25.8,83.3%,9.2,14.0,7.7,0.3,2.9,0.0,NYG,24.0,11.0,4.0,11,16,9,9,21,25,21,bye,39.0,32,10.0,18.0,6.0,19.0,275.0,17.2
381,JohnnyMundt,LAR,26,te,16,1,4,4,53,0,1.0,8,2.0,45,11.3,1.8,2,2.0,0,0.0,0.0,118.7,7.2,100.0%,13.3,34.0,13.3,0.3,3.3,0.0,LAR,10.0,1.0,0.0,11,2,0,0,0,bye,14,6,3.0,7,1.0,0.0,6.0,14.0,75.0,5.0
387,LeeSmith,BUF,33,te,10,2,6,4,35,2,3.0,15,3.8,20,5.0,3.7,0,,0,0.0,0.0,121.5,22.2,66.7%,8.8,27.0,5.8,0.4,3.5,0.0,BUF,0.0,0.0,1.0,0,0,2,0,8,0,12,bye,17.0,25,29.0,30.0,24.0,23.0,171.0,17.1
396,VirgilGreen,LAC,32,te,6,3,6,3,50,1,2.0,27,9.0,23,7.7,11.8,0,,1,16.7,0.0,118.1,70.8,50.0%,16.7,26.0,8.3,0.5,8.3,0.0,LAC,24.0,35.0,12.0,25,25,bye,20,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,141.0,23.5
411,DevinAsiasi,NWE,23,te,9,3,7,2,39,1,2.0,33,16.5,6,3.0,9.6,0,,1,14.3,0.0,89.9,67.2,28.6%,19.5,26.0,5.6,0.2,4.3,0.0,NE,10.0,10.0,29.0,0,bye,24,0,0,0,0,0,0.0,0,23.0,27.0,47.0,35.0,205.0,25.6
414,DanielBrown,NYJ,28,te,16,1,2,2,31,0,2.0,10,5.0,21,10.5,5.0,0,,0,0.0,0.0,118.7,10.0,100.0%,15.5,18.0,15.5,0.1,1.9,0.0,NYJ,0.0,0.0,0.0,0,0,0,0,0,0,bye,0,1.0,11,4.0,2.0,7.0,3.0,28.0,1.8
420,DominiqueDafney,GNB,23,te,5,2,2,2,26,1,2.0,16,8.0,10,5.0,8.0,0,,0,0.0,0.0,158.3,16.0,100.0%,13.0,13.0,13.0,0.4,5.2,0.0,GB,0.0,0.0,0.0,0,bye,0,0,0,0,0,0,0.0,6,12.0,11.0,26.0,13.0,68.0,13.6
435,MarcusBaugh,WAS,26,te,8,1,1,1,2,0,,0,0.0,2,2.0,0.0,0,,0,0.0,0.0,79.2,0.0,,,,,,,,WAS,27.0,15.0,11.0,9,0,0,0,bye,0,0,0,0.0,0,4.0,3.0,2.0,6.0,77.0,9.6
439,StephenCarlson,CLE,24,te,16,2,2,1,11,0,1.0,0,0.0,11,11.0,0.0,0,,0,0.0,0.0,66.7,0.0,50.0%,11.0,11.0,5.5,0.1,0.7,0.0,CLE,12.0,4.0,6.0,18,0,1,9,9,bye,0,0,3.0,2,11.0,0.0,0.0,16.0,91.0,5.7
445,JosiahDeguara,GNB,23,te,2,1,2,1,12,0,1.0,1,1.0,11,11.0,12.0,0,,0,0.0,0.0,68.7,24.0,50.0%,12.0,12.0,6.0,0.5,6.0,0.0,GB,24.0,0.0,0.0,7,bye,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,15.5
448,BenEllefson,JAX,24,te,7,4,4,1,10,0,1.0,7,7.0,3,3.0,11.3,0,,1,25.0,1.0,0.0,45.2,25.0%,10.0,10.0,2.5,0.1,1.4,0.0,JAC,13.0,17.0,0.0,0,0,0,20,bye,26,19,26,13.0,0,0.0,0.0,0.0,0.0,134.0,19.1
464,BlakeJarwin,DAL,26,te,1,1,1,1,12,0,1.0,12,12.0,0,0.0,12.0,0,,0,0.0,0.0,116.7,12.0,100.0%,12.0,12.0,12.0,1.0,12.0,0.0,DAL,25.0,0.0,0.0,0,0,0,0,0,0,bye,0,0.0,0,0.0,0.0,0.0,0.0,25.0,25.0
486,JeremySprinkle,WAS,26,te,16,6,3,1,6,0,,3,3.0,3,3.0,2.0,0,,1,33.3,0.0,42.4,6.0,,,,,,,,WAS,28.0,6.0,6.0,8,9,11,28,bye,5,4,12,20.0,13,15.0,19.0,11.0,23.0,218.0,13.6
490,ColinThompson,CAR,27,te,15,4,2,1,7,1,1.0,7,7.0,0,0.0,3.0,0,,0,0.0,0.0,97.9,6.0,50.0%,7.0,7.0,3.5,0.1,0.5,0.0,CAR,0.0,1.0,2.0,17,14,9,4,10,6,14,22,24.0,bye,10.0,11.0,22.0,17.0,183.0,12.2
494,TrevonWesco,NYJ,25,te,12,4,2,1,5,0,,5,5.0,0,0.0,3.5,0,,0,0.0,0.0,56.2,7.0,,,,,,,,NYJ,8.0,24.0,15.0,8,16,7,9,9,0,bye,0,0.0,0,12.0,17.0,8.0,13.0,146.0,12.2
