,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,AirYards,Ctch%,Y/R,Lng,Y/Tgt,R/G,Y/G,Fmb,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
129,TreQuanSmith,NOR,24,wr,14,10,50,34,448,4,22.0,313,9.2,135,4.0,9.0,5,6.8,4,8.0,0.0,122.7,450.0,68.0%,13.2,31.0,9.0,2.4,32.0,1.0,NO,44.0,53.0,61.0,62,59,bye,57,58,45,16,45,31.0,63,54.0,24.0,0.0,0.0,672.0,48.0
130,JohnBrown,BUF,30,wr,9,8,52,33,458,3,22.0,281,8.5,177,5.4,12.4,0,,2,3.8,0.0,110.9,644.8,63.5%,13.9,46.0,8.8,3.7,50.9,0.0,BUF,81.0,56.0,29.0,53,0,51,0,47,53,54,bye,0.0,0,0.0,0.0,0.0,30.0,454.0,50.4
131,KekeCoutee,HOU,23,wr,8,4,40,33,400,3,19.0,252,7.6,148,4.5,9.4,4,8.3,0,0.0,0.0,133.3,376.0,82.5%,12.1,64.0,10.0,4.1,50.0,4.0,HOU,0.0,5.0,0.0,0,0,0,0,bye,0,0,35,28.0,48,49.0,55.0,33.0,39.0,292.0,36.5
132,NKealHarry,NWE,23,wr,14,9,57,33,309,2,15.0,204,6.2,105,3.2,8.0,4,8.3,1,1.8,2.0,70.0,456.0,57.9%,9.4,30.0,5.4,2.4,22.1,1.0,NE,51.0,61.0,46.0,0,bye,51,11,0,0,35,52,26.0,34,36.0,36.0,30.0,58.0,527.0,40.5
135,AllenLazard,GNB,25,wr,10,9,46,33,451,3,23.0,256,7.8,195,5.9,10.0,0,,5,10.9,0.0,124.5,460.0,71.7%,13.7,72.0,9.8,3.3,45.1,0.0,GB,67.0,61.0,59.0,0,bye,0,0,0,0,0,36,33.0,42,46.0,48.0,41.0,36.0,469.0,46.9
137,ScottMiller,TAM,23,wr,16,5,53,33,501,3,20.0,392,11.9,109,3.3,15.8,1,33.0,2,3.8,2.0,96.5,837.4,62.3%,15.2,48.0,9.5,2.1,31.3,0.0,TB,43.0,42.0,29.0,40,45,23,43,53,19,9,15,10.0,bye,5.0,13.0,23.0,28.0,440.0,27.5
138,DeeboSamuel,SFO,24,wr,7,5,44,33,391,1,19.0,-7,-0.2,398,12.1,2.2,6,5.5,3,6.8,2.0,90.2,96.8,75.0%,11.8,35.0,8.9,4.7,55.9,0.0,SF,0.0,0.0,0.0,25,57,60,41,0,0,0,bye,63.0,58,1.0,0.0,0.0,0.0,305.0,43.6
139,WillieSnead,BAL,28,wr,13,8,48,33,432,3,23.0,245,7.4,187,5.7,8.9,7,4.7,3,6.3,1.0,109.0,427.2,68.8%,13.1,34.0,9.0,2.5,33.2,1.0,BAL,39.0,41.0,47.0,32,38,50,bye,59,34,45,48,0.0,0,48.0,43.0,12.0,0.0,536.0,41.2
140,MarquezValdes-Scantling,GNB,26,WR,16,12,63,33,690,6,27.0,449,13.6,241,7.3,18.3,1,33.0,7,11.1,2.0,109.9,1152.9,52.4%,20.9,78.0,11.0,2.1,43.1,1.0,GB,41.0,46.0,57.0,61,bye,53,51,61,59,60,51,56.0,46,47.0,40.0,41.0,22.0,792.0,49.5
142,CamSims,WAS,24,wr,16,10,48,32,477,1,18.0,228,7.1,249,7.8,10.9,5,6.4,1,2.1,3.0,79.9,523.2,66.7%,14.9,50.0,9.9,2.0,29.8,0.0,WAS,0.0,4.0,1.0,4,0,7,61,bye,40,83,52,55.0,62,59.0,77.0,71.0,63.0,639.0,39.9
146,JalenReagor,PHI,21,WR,11,11,54,31,396,1,19.0,205,6.6,191,6.2,12.7,3,10.3,1,1.9,3.0,63.5,685.8,57.4%,12.8,55.0,7.3,2.8,36.0,2.0,PHI,40.0,60.0,0.0,0,0,0,0,47,bye,59,63,43.0,44,47.0,46.0,43.0,19.0,511.0,46.5
148,KJHamler,DEN,21,wr,13,4,56,30,381,3,17.0,257,8.6,124,4.1,10.4,4,7.5,7,12.5,3.0,70.6,582.4,53.6%,12.7,49.0,6.8,2.3,29.3,2.0,DEN,0.0,48.0,58.0,14,bye,0,30,52,55,62,38,28.0,42,37.0,49.0,8.0,0.0,521.0,40.1
149,IsaiahMcKenzie,BUF,25,wr,16,7,34,30,282,5,17.0,92,3.1,190,6.3,4.4,0,,1,2.9,0.0,140.8,149.6,88.2%,9.4,46.0,8.3,1.9,17.6,0.0,BUF,16.0,7.0,17.0,22,23,7,15,6,5,9,bye,12.0,11,10.0,22.0,32.0,58.0,272.0,17.0
150,BreshadPerriman,NYJ,27,WR,12,12,60,30,505,3,20.0,345,11.5,160,5.3,15.1,1,30.0,3,5.0,4.0,67.7,906.0,50.0%,16.8,53.0,8.4,2.5,42.1,0.0,NYJ,56.0,20.0,0.0,0,0,63,54,0,45,bye,59,54.0,59,53.0,63.0,69.0,56.0,651.0,54.3
152,JamesWashington,PIT,24,wr,16,7,56,30,392,5,19.0,253,8.4,139,4.6,12.5,1,30.0,4,7.1,2.0,90.8,700.0,53.6%,13.1,50.0,7.0,1.9,24.5,0.0,PIT,37.0,31.0,49.0,bye,53,43,18,10,13,28,21,24.0,38,46.0,27.0,18.0,30.0,486.0,30.4
158,JalenGuyton,LAC,23,wr,16,9,55,28,511,3,18.0,332,11.9,179,6.4,16.3,1,28.0,5,9.1,2.0,86.2,896.5,50.9%,18.3,72.0,9.3,1.8,31.9,0.0,LAC,47.0,44.0,63.0,45,65,bye,54,76,69,44,69,63.0,64,61.0,53.0,52.0,51.0,920.0,57.5
166,StevenSims,WAS,23,wr,12,2,37,27,265,1,13.0,139,5.1,126,4.7,7.1,0,,2,5.4,1.0,90.5,262.7,73.0%,9.8,30.0,7.2,2.3,22.1,5.0,WAS,58.0,60.0,21.0,0,0,0,0,bye,16,40,20,13.0,22,23.0,28.0,46.0,30.0,377.0,31.4
167,IsaiahWright,WAS,23,wr,14,6,35,27,197,0,10.0,54,2.0,143,5.3,3.9,2,13.5,1,2.9,0.0,89.8,136.5,77.1%,7.3,22.0,5.6,1.9,14.1,3.0,WAS,0.0,0.0,29.0,58,42,57,0,bye,16,29,16,17.0,29,17.0,22.0,13.0,2.0,347.0,24.8
169,HenryRuggs,LVR,21,WR,13,12,43,26,452,2,13.0,307,11.8,145,5.6,17.4,0,,3,7.0,1.0,102.1,748.2,60.5%,17.4,72.0,10.5,2.0,34.8,2.0,LV,42.0,49.0,0.0,0,45,bye,49,54,40,45,32,42.0,63,41.0,0.0,44.0,36.0,582.0,44.8
182,OdellBeckham,CLE,28,wr,7,7,43,23,319,3,17.0,273,11.9,46,2.0,13.6,2,11.5,1,2.3,1.0,91.1,584.8,53.5%,13.9,43.0,7.4,3.3,45.6,0.0,CLE,56.0,39.0,51.0,58,63,48,2,0,bye,0,0,0.0,0,0.0,0.0,0.0,0.0,317.0,45.3
185,DaeSeanHamilton,DEN,25,wr,16,2,44,23,293,2,16.0,198,8.6,95,4.1,13.4,0,,2,4.5,3.0,60.1,589.6,52.3%,12.7,40.0,6.7,1.4,18.3,1.0,DEN,47.0,34.0,12.0,57,bye,38,27,61,27,31,15,18.0,12,13.0,11.0,61.0,70.0,534.0,33.4
187,RichieJames,SFO,25,wr,11,7,35,23,394,1,15.0,201,8.7,193,8.4,10.7,3,7.7,2,5.7,0.0,113.3,374.5,65.7%,17.1,47.0,11.3,2.1,35.8,2.0,SF,10.0,0.0,0.0,0,0,7,16,0,51,69,bye,63.0,7,26.0,54.0,51.0,51.0,405.0,36.8
189,DenzelMims,NYJ,23,wr,9,8,44,23,357,0,15.0,251,10.9,106,4.6,15.3,5,4.6,1,2.3,1.0,70.0,673.2,52.3%,15.5,30.0,8.1,2.6,39.7,0.0,NYJ,0.0,0.0,0.0,0,0,0,45,55,44,bye,54,52.0,50,0.0,58.0,63.0,18.0,439.0,48.8
191,MarquezCallaway,NOR,22,wr,11,3,27,21,213,0,10.0,155,7.4,58,2.8,8.4,2,10.5,0,0.0,0.0,99.5,226.8,77.8%,10.1,27.0,7.9,1.9,19.4,0.0,NO,0.0,13.0,2.0,15,52,bye,51,0,17,6,8,13.0,0,0.0,0.0,42.0,47.0,266.0,24.2
192,JulianEdelman,NWE,34,wr,6,1,39,21,315,0,18.0,251,12.0,64,3.0,10.3,0,,3,7.7,3.0,48.6,401.7,53.8%,15.0,49.0,8.1,3.5,52.5,0.0,NE,38.0,52.0,56.0,0,bye,43,31,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,220.0,44.0
195,AndyIsabella,ARI,24,wr,13,2,35,21,224,2,10.0,142,6.8,82,3.9,11.3,2,10.5,2,5.7,3.0,62.1,395.5,60.0%,10.7,54.0,6.4,1.6,17.2,1.0,ARI,14.0,14.0,26.0,24,23,19,42,bye,17,11,18,41.0,54,0.0,0.0,0.0,3.0,306.0,23.5
197,CordarrellePatterson,CHI,29,wr,16,3,25,21,132,0,7.0,18,0.9,114,5.4,3.6,1,21.0,1,4.0,0.0,88.7,90.0,84.0%,6.3,25.0,5.3,1.3,8.3,0.0,CHI,10.0,14.0,11.0,11,15,12,0,10,17,25,bye,9.0,17,19.0,6.0,0.0,12.0,188.0,12.5
199,QuintezCephus,DET,22,wr,13,2,35,20,349,2,16.0,264,13.2,85,4.3,14.5,0,,3,8.6,0.0,110.3,507.5,57.1%,17.5,49.0,10.0,1.5,26.8,0.0,DET,62.0,39.0,10.0,6,bye,0,0,0,31,30,17,25.0,31,33.0,29.0,20.0,32.0,365.0,28.1
200,DevinDuvernay,BAL,23,wr,16,3,26,20,201,0,8.0,83,4.2,118,5.9,6.2,1,20.0,1,3.8,2.0,66.3,161.2,76.9%,10.1,39.0,7.7,1.3,12.6,0.0,BAL,11.0,6.0,7.0,16,18,27,bye,37,26,36,13,41.0,44,9.0,4.0,23.0,30.0,348.0,21.8
201,KennyGolladay,DET,27,wr,5,5,32,20,338,2,16.0,300,15.0,38,1.9,14.6,0,,2,6.3,0.0,119.0,467.2,62.5%,16.9,48.0,10.6,4.0,67.6,0.0,DET,0.0,0.0,48.0,50,bye,36,51,18,0,0,0,0.0,0,0.0,0.0,0.0,0.0,203.0,40.6
202,DeonteHarris,NOR,23,wr,9,2,25,20,186,1,10.0,59,3.0,127,6.4,4.0,4,5.0,1,4.0,1.0,94.3,100.0,80.0%,9.3,40.0,7.4,2.2,20.7,3.0,NO,7.0,31.0,22.0,14,0,bye,20,39,8,21,7,0.0,0,0.0,0.0,0.0,0.0,169.0,18.8
204,Ray-RayMcCloud,PIT,24,wr,16,2,22,20,77,0,3.0,-28,-1.4,105,5.3,-1.5,0,,0,0.0,0.0,81.2,-33.0,90.9%,3.9,13.0,3.5,1.3,4.8,2.0,PIT,0.0,0.0,3.0,bye,18,13,8,22,28,15,20,9.0,5,4.0,4.0,4.0,12.0,165.0,10.3
207,OlamideZaccheaus,ATL,23,wr,11,2,32,20,274,1,16.0,211,10.6,63,3.2,13.8,2,10.0,1,3.1,1.0,87.2,441.6,62.5%,13.7,51.0,8.6,1.8,24.9,0.0,ATL,11.0,16.0,54.0,53,63,14,11,9,52,bye,13,12.0,0,0.0,0.0,0.0,0.0,308.0,28.0
208,MilesBoykin,BAL,24,WR,16,13,33,19,266,4,14.0,186,9.8,80,4.2,11.6,0,,0,0.0,1.0,110.6,382.8,57.6%,14.0,43.0,8.1,1.2,16.6,0.0,BAL,40.0,48.0,46.0,31,36,34,bye,33,23,19,15,17.0,48,42.0,35.0,42.0,37.0,546.0,34.1
225,PrestonWilliams,MIA,23,wr,8,7,35,18,288,4,14.0,246,13.7,42,2.3,14.5,0,,3,8.6,2.0,93.5,507.5,51.4%,16.0,47.0,8.2,2.3,36.0,0.0,MIA,56.0,61.0,35.0,43,40,40,bye,44,17,0,0,0.0,0,0.0,0.0,0.0,0.0,336.0,42.0
228,ChadHansen,HOU,25,wr,5,2,24,17,236,1,11.0,197,11.6,39,2.3,12.2,0,,1,4.2,0.0,116.0,292.8,70.8%,13.9,38.0,9.8,3.4,47.2,0.0,HOU,0.0,0.0,0.0,0,0,0,0,bye,0,0,0,0.0,59,53.0,63.0,50.0,59.0,284.0,56.8
232,JeffSmith,NYJ,23,wr,12,4,37,17,167,0,9.0,118,6.9,49,2.9,12.6,0,,2,5.4,2.0,36.7,466.2,45.9%,9.8,21.0,4.5,1.4,13.9,0.0,NYJ,0.0,0.0,0.0,72,68,60,12,48,2,bye,7,3.0,0,33.0,0.0,0.0,12.0,317.0,26.4
238,MackHollins,MIA,27,wr,16,2,25,16,176,1,7.0,147,9.2,29,1.8,9.6,0,,2,8.0,0.0,98.1,240.0,64.0%,11.0,34.0,7.0,1.0,11.0,1.0,MIA,3.0,1.0,3.0,3,10,3,bye,2,17,11,12,47.0,13,40.0,69.0,49.0,4.0,287.0,17.9
242,KeeSeanJohnson,ARI,24,wr,8,1,23,15,173,0,7.0,123,8.2,50,3.3,10.9,0,,1,4.3,0.0,87.8,250.7,65.2%,11.5,45.0,7.5,1.9,21.6,0.0,ARI,0.0,0.0,46.0,0,5,0,0,bye,0,0,0,9.0,45,19.0,21.0,20.0,49.0,214.0,26.8
247,NoahBrown,DAL,24,wr,16,1,24,14,154,0,6.0,107,7.6,47,3.4,10.3,0,,0,0.0,0.0,77.4,247.2,58.3%,11.0,20.0,6.4,0.9,9.6,0.0,DAL,3.0,7.0,29.0,23,21,23,15,16,8,bye,15,13.0,11,8.0,17.0,18.0,1.0,228.0,14.3
250,DeSeanJackson,PHI,34,wr,5,5,26,14,236,1,10.0,171,12.2,65,4.6,16.6,0,,2,7.7,1.0,81.6,431.6,53.8%,16.9,81.0,9.1,2.8,47.2,0.0,PHI,38.0,55.0,28.0,0,0,0,39,0,bye,0,0,0.0,0,0.0,0.0,20.0,0.0,180.0,36.0
252,MarcusJohnson,IND,26,wr,11,3,28,14,255,0,11.0,206,14.7,49,3.5,17.4,0,,2,7.1,1.0,66.8,487.2,50.0%,18.2,55.0,9.1,1.3,23.2,0.0,IND,0.0,0.0,0.0,34,30,40,bye,48,60,18,38,26.0,1,8.0,0.0,0.0,0.0,303.0,27.5
253,OlabisiJohnson,MIN,23,wr,16,3,19,14,189,0,9.0,140,10.0,49,3.5,11.3,2,7.0,0,0.0,1.0,83.0,214.7,73.7%,13.5,29.0,9.9,0.9,11.8,0.0,MIN,33.0,42.0,5.0,11,8,13,bye,2,8,2,4,58.0,8,19.0,9.0,11.0,8.0,241.0,15.1
254,ZayJones,LVR,25,wr,16,2,20,14,154,1,6.0,89,6.4,65,4.6,7.1,2,7.0,2,10.0,1.0,88.3,142.0,70.0%,11.0,37.0,7.7,0.9,9.6,0.0,LV,9.0,18.0,27.0,67,9,bye,10,10,5,8,5,13.0,7,16.0,53.0,6.0,26.0,289.0,18.1
256,DonovanPeoples-Jones,CLE,21,wr,12,2,20,14,304,2,10.0,227,16.2,77,5.5,16.6,0,,1,5.0,0.0,145.8,332.0,70.0%,21.7,75.0,15.2,1.2,25.3,0.0,CLE,0.0,0.0,0.0,34,10,3,36,4,bye,16,7,11.0,41,58.0,36.0,0.0,13.0,269.0,22.4
257,AudenTate,CIN,23,wr,9,2,22,14,150,0,9.0,92,6.6,58,4.1,9.4,1,14.0,0,0.0,0.0,83.5,206.8,63.6%,10.7,19.0,6.8,1.6,16.7,0.0,CIN,15.0,0.0,25.0,22,26,0,6,33,bye,12,21,10.0,0,0.0,0.0,0.0,0.0,170.0,18.9
259,JamalAgnew,DET,25,wr,14,2,20,13,89,0,4.0,-12,-0.9,101,7.8,4.9,2,6.5,1,5.0,0.0,74.8,98.0,65.0%,6.8,20.0,4.5,0.9,6.4,2.0,DET,15.0,9.0,14.0,11,bye,12,12,7,0,0,28,25.0,16,11.0,10.0,12.0,11.0,193.0,13.8
263,ByronPringle,KAN,27,wr,13,3,17,13,160,1,9.0,92,7.1,68,5.2,10.2,2,6.5,0,0.0,0.0,124.6,173.4,76.5%,12.3,37.0,9.4,1.0,12.3,0.0,KC,6.0,7.0,3.0,0,10,28,31,37,19,bye,40,0.0,0,0.0,6.0,7.0,45.0,239.0,19.9
264,FreddieSwain,SEA,22,wr,16,1,21,13,159,2,6.0,58,4.5,101,7.8,10.7,0,,0,0.0,0.0,117.0,224.7,61.9%,12.2,23.0,7.6,0.8,9.9,0.0,SEA,16.0,12.0,34.0,27,21,bye,23,19,22,25,15,24.0,27,33.0,16.0,23.0,14.0,351.0,21.9
268,CameronBatson,TEN,25,wr,12,1,13,12,100,1,7.0,57,4.8,43,3.6,6.2,0,,0,0.0,0.0,124.4,80.6,92.3%,8.3,18.0,7.7,1.0,8.3,1.0,TEN,0.0,34.0,45.0,bye,0,20,0,0,13,24,18,23.0,23,21.0,21.0,25.0,17.0,284.0,23.7
269,AlexErickson,CIN,28,wr,16,2,17,12,139,0,5.0,72,6.0,67,5.6,7.2,0,,0,0.0,1.0,70.5,122.4,70.6%,11.6,42.0,8.2,0.8,8.7,2.0,CIN,4.0,8.0,6.0,7,2,3,0,1,bye,0,5,8.0,19,8.0,28.0,62.0,37.0,198.0,12.4
272,TylerJohnson,TAM,22,wr,14,3,17,12,169,2,9.0,97,8.1,72,6.0,9.9,1,12.0,0,0.0,0.0,141.5,168.3,70.6%,14.1,35.0,9.9,0.9,12.1,0.0,TB,0.0,0.0,21.0,25,56,16,29,35,6,7,7,5.0,bye,3.0,11.0,25.0,18.0,264.0,18.9
283,CJBoard,NYG,27,wr,14,4,16,11,101,0,6.0,68,6.2,33,3.0,9.4,0,,0,0.0,0.0,85.7,150.4,68.8%,9.2,16.0,6.3,0.8,7.2,0.0,NYG,21.0,11.0,24.0,32,28,10,0,0,14,6,bye,9.0,3,1.0,1.0,9.0,0.0,169.0,12.1
284,BryanEdwards,LVR,22,wr,12,3,15,11,193,1,9.0,113,10.3,80,7.3,8.5,2,5.5,0,0.0,0.0,137.5,127.5,73.3%,17.5,34.0,12.9,0.9,16.1,0.0,LV,48.0,49.0,24.0,0,0,bye,0,0,1,20,9,19.0,15,20.0,24.0,12.0,19.0,260.0,21.7
294,JohnHightower,PHI,24,wr,13,4,29,10,167,0,5.0,110,11.0,57,5.7,22.6,0,,3,10.3,5.0,15.2,655.4,34.5%,16.7,59.0,5.8,0.8,12.8,0.0,PHI,28.0,7.0,78.0,50,48,43,30,10,bye,3,1,19.0,18,0.0,0.0,0.0,12.0,347.0,26.7
300,TrentTaylor,SFO,26,wr,12,1,21,10,86,0,5.0,43,4.3,43,4.3,5.6,0,,0,0.0,1.0,39.0,117.6,47.6%,8.6,29.0,4.1,0.8,7.2,0.0,SF,21.0,28.0,30.0,37,4,6,3,35,33,4,bye,0.0,0,0.0,0.0,0.0,0.0,201.0,16.8
311,GeoffSwaim,TEN,27,wr,10,8,12,9,83,1,6.0,48,5.3,35,3.9,6.6,0,,1,8.3,0.0,121.2,79.2,75.0%,9.2,16.0,6.9,0.9,8.3,0.0,TEN,0.0,0.0,0.0,bye,28,49,10,0,0,36,44,46.0,39,32.0,0.0,24.0,46.0,354.0,35.4
318,TaysomHill,NOR,30,wr,16,8,12,8,98,1,4.0,63,7.9,35,4.4,7.6,0,,1,8.3,0.0,119.4,91.2,66.7%,12.3,21.0,8.2,0.5,6.1,10.0,NO,17.0,14.0,13.0,20,20,bye,10,14,19,22,66,61.0,78,63.0,10.0,24.0,21.0,472.0,29.5
329,AustinMack,NYG,23,wr,11,1,11,7,91,0,5.0,54,7.7,37,5.3,8.3,1,7.0,1,9.1,0.0,89.6,91.3,63.6%,13.0,50.0,8.3,0.6,8.3,0.0,NYG,0.0,0.0,0.0,0,0,36,12,10,38,24,bye,17.0,8,4.0,7.0,20.0,16.0,192.0,17.5
333,EquanimeousStBrown,GNB,24,wr,12,1,13,7,117,1,6.0,58,8.3,59,8.4,12.1,1,7.0,2,15.4,0.0,110.1,157.3,53.8%,16.7,24.0,9.0,0.6,9.8,0.0,GB,0.0,0.0,0.0,0,bye,11,3,22,4,31,15,38.0,11,17.0,11.0,18.0,15.0,196.0,16.3
337,JustinWatson,TAM,24,wr,11,2,11,7,94,0,5.0,75,10.7,19,2.7,9.6,0,,0,0.0,2.0,51.1,105.6,63.6%,13.4,36.0,8.5,0.6,8.5,0.0,TB,11.0,54.0,0.0,56,0,12,12,5,0,4,0,1.0,bye,3.0,0.0,0.0,0.0,158.0,14.4
342,ParrisCampbell,IND,23,wr,2,2,9,6,71,0,4.0,53,8.8,18,3.0,11.9,0,,0,0.0,1.0,50.9,107.1,66.7%,11.8,21.0,7.9,3.0,35.5,0.0,IND,61.0,2.0,0.0,0,0,0,bye,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,63.0,31.5
345,RiverCracraft,SFO,26,wr,9,1,9,6,41,0,2.0,30,5.0,11,1.8,6.4,1,6.0,1,11.1,0.0,76.6,57.6,66.7%,6.8,12.0,4.6,0.7,4.6,0.0,SF,0.0,0.0,0.0,0,0,0,0,0,51,3,bye,2.0,1,14.0,12.0,1.0,28.0,112.0,12.4
352,JavonWims,CHI,26,wr,13,1,12,6,48,1,4.0,44,7.3,4,0.7,14.8,0,,0,0.0,0.0,88.2,177.6,50.0%,8.0,13.0,4.0,0.5,3.7,0.0,CHI,23.0,29.0,23.0,10,17,13,0,9,0,0,bye,0.0,28,25.0,21.0,36.0,41.0,275.0,22.9
355,JaMarcusBradley,CLE,24,wr,3,1,11,5,60,0,2.0,49,9.8,11,2.2,11.5,0,,0,0.0,0.0,62.7,126.5,45.5%,12.0,22.0,5.5,1.7,20.0,0.0,CLE,0.0,0.0,0.0,0,0,0,0,0,bye,0,0,0.0,11,4.0,0.0,77.0,0.0,92.0,30.7
358,PharohCooper,CAR,25,wr,16,1,8,5,73,0,3.0,38,7.6,35,7.0,9.9,0,,0,0.0,0.0,92.2,79.2,62.5%,14.6,32.0,9.1,0.3,4.6,1.0,CAR,3.0,6.0,9.0,19,15,4,2,2,4,0,3,0.0,bye,39.0,9.0,10.0,18.0,143.0,8.9
361,StevenMitchell,HOU,26,wr,6,1,8,5,60,0,3.0,50,10.0,10,2.0,13.8,0,,0,0.0,0.0,85.4,110.4,62.5%,12.0,20.0,7.5,0.8,10.0,0.0,HOU,0.0,0.0,0.0,0,0,0,0,bye,0,0,0,8.0,6,61.0,1.0,2.0,6.0,84.0,14.0
363,GunnerOlszewski,NWE,24,wr,13,2,5,5,62,1,3.0,27,5.4,35,7.0,5.4,1,5.0,0,0.0,0.0,157.9,27.0,100.0%,12.4,38.0,12.4,0.4,4.8,1.0,NE,0.0,0.0,0.0,0,bye,0,4,42,35,0,0,1.0,6,0.0,1.0,0.0,13.0,102.0,8.5
368,TrentSherfield,ARI,24,wr,15,1,7,5,50,0,2.0,23,4.6,27,5.4,11.7,0,,0,0.0,1.0,51.8,81.9,71.4%,10.0,26.0,7.1,0.3,3.3,0.0,ARI,2.0,5.0,1.0,0,9,6,1,bye,1,0,0,0.0,1,5.0,2.0,5.0,41.0,79.0,5.3
369,MalikTaylor,GNB,25,wr,15,1,6,5,66,1,4.0,19,3.8,47,9.4,6.7,0,,0,0.0,0.0,152.1,40.2,83.3%,13.2,26.0,11.0,0.3,4.4,0.0,GB,1.0,15.0,4.0,45,bye,32,10,13,26,8,0,2.0,5,0.0,1.0,4.0,0.0,166.0,11.1
379,JuwanJohnson,NOR,24,wr,7,4,10,4,39,0,3.0,19,4.8,20,5.0,7.3,0,,1,10.0,0.0,51.7,73.0,40.0%,9.8,19.0,3.9,0.6,5.6,0.0,NO,0.0,0.0,0.0,0,0,bye,13,64,0,0,0,0.0,20,5.0,42.0,23.0,15.0,182.0,26.0
384,RileyRidley,CHI,24,wr,5,1,4,4,39,0,3.0,36,9.0,3,0.8,9.0,0,,0,0.0,0.0,107.3,36.0,100.0%,9.8,18.0,9.8,0.8,7.8,0.0,CHI,0.0,0.0,0.0,0,0,0,0,0,16,9,bye,11.0,0,2.0,3.0,0.0,0.0,41.0,8.2
398,LilJordanHumphrey,NOR,22,wr,3,1,5,3,46,1,3.0,36,12.0,10,3.3,10.6,1,3.0,0,0.0,1.0,90.4,53.0,60.0%,15.3,17.0,9.2,1.0,15.3,0.0,NO,0.0,0.0,0.0,0,0,bye,0,0,0,0,0,0.0,0,0.0,27.0,16.0,23.0,66.0,22.0
406,CourtlandSutton,DEN,25,wr,1,1,6,3,66,0,2.0,59,19.7,7,2.3,17.7,0,,1,16.7,1.0,50.0,106.2,50.0%,22.0,45.0,11.0,3.0,66.0,0.0,DEN,0.0,31.0,0.0,0,bye,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,31.0
408,NickWestbrook-Ikhine,TEN,23,wr,14,1,8,3,33,0,3.0,28,9.3,5,1.7,10.3,0,,0,0.0,1.0,10.9,82.4,37.5%,11.0,19.0,4.1,0.2,2.4,0.0,TEN,0.0,6.0,12.0,bye,45,27,2,2,5,9,0,1.0,0,19.0,9.0,13.0,7.0,157.0,11.2
410,BrandonZylstra,CAR,27,wr,16,2,4,3,35,0,3.0,20,6.7,15,5.0,13.8,0,,0,0.0,0.0,101.0,55.2,75.0%,11.7,28.0,8.8,0.2,2.2,0.0,CAR,8.0,4.0,2.0,8,0,0,5,13,9,11,11,14.0,bye,26.0,5.0,3.0,7.0,126.0,7.9
417,LawrenceCager,NYJ,23,wr,2,1,6,2,35,0,2.0,21,10.5,14,7.0,14.0,0,,0,0.0,2.0,14.6,84.0,33.3%,17.5,19.0,5.8,1.0,17.5,0.0,NYJ,0.0,0.0,29.0,10,0,0,0,0,0,bye,0,0.0,0,0.0,0.0,0.0,0.0,39.0,19.5
418,AntonioCallaway,MIA,23,wr,5,1,4,2,20,0,1.0,17,8.5,3,1.5,7.0,0,,0,0.0,0.0,64.6,28.0,50.0%,10.0,13.0,5.0,0.4,4.0,0.0,MIA,0.0,0.0,0.0,0,0,0,bye,0,0,0,8,13.0,13,22.0,0.0,0.0,0.0,56.0,11.2
423,RobertFoster,WAS,26,wr,4,2,6,2,37,0,2.0,5,2.5,32,16.0,14.0,1,2.0,1,16.7,0.0,55.6,84.0,33.3%,18.5,28.0,6.2,0.5,9.3,0.0,WAS,0.0,0.0,0.0,0,0,0,0,bye,0,0,5,0.0,0,5.0,10.0,7.0,0.0,27.0,6.8
432,JohnRoss,CIN,25,wr,3,1,7,2,17,0,1.0,14,7.0,3,1.5,12.0,0,,1,14.3,0.0,39.6,84.0,28.6%,8.5,15.0,2.4,0.7,5.7,0.0,CIN,58.0,28.0,0.0,0,0,1,0,0,bye,0,0,0.0,0,0.0,0.0,0.0,0.0,87.0,29.0
453,AntonioGandy-Golden,WAS,22,wr,6,2,7,1,3,0,0.0,2,2.0,1,1.0,11.3,0,,1,14.3,0.0,39.6,79.1,14.3%,3.0,3.0,0.4,0.2,0.5,0.0,WAS,0.0,5.0,16.0,12,23,7,0,bye,0,0,0,0.0,0,0.0,0.0,59.0,0.0,122.0,20.3
483,JaleelScott,NYJ,25,wr,1,1,1,1,16,0,1.0,13,13.0,3,3.0,13.0,0,,0,0.0,0.0,118.7,13.0,100.0%,16.0,16.0,16.0,1.0,16.0,0.0,NYJ,0.0,0.0,0.0,0,0,0,0,0,0,bye,0,0.0,0,9.0,0.0,0.0,0.0,9.0,9.0
